stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
ice sea	sea ice	sea ice	2	7,86819688189	35,2012323436	407,708467374	5,0	51,0	 
land new scheme surface	new land surface scheme	new land surface scheme	4	5,95713542369	30,7243249195	347,339985823	2,0	24,0	 
decision maker planner	planners and decision makers	planners and decision makers|&|decision makers and planners	4	5,95713542369	28,3089143609	329,487341355	3,0	25,0	 
earth model system	earth system model	earth system model|&|Earth system model	3	15,8856944632	67,3756185127	494,564010452	5,0	47,0	 
development economic	economic development	economic development	2	6,29455750551	31,376407139	252,585875664	3,0	11,0	 
model ocean	ocean model	ocean model	2	6,29455750551	29,5655757906	474,507074997	4,0	13,0	 
bi-level model programming	bi-level programming model	bi-level programming model	3	5,95713542369	30,7243249195	632,509909552	2,0	13,0	 
development sustainable urban	sustainable urban development	sustainable urban development|&|urban sustainable development	3	7,94284723159	37,7452191479	409,683215568	3,0	7,0	 
modeling process	modeling process	modeling process	2	6,29455750551	29,5655757906	286,495538145	4,0	20,0	 
land value	land values	land values	2	6,29455750551	33,9286305785	553,992397547	2,0	6,0	 
model network	network model	network model|&|network models	2	7,86819688189	35,2012323436	637,621089961	5,0	19,0	 
climate model system	climate system model	climate system model|&|system climate model	3	11,9142708474	50,5317138846	466,63936122	5,0	55,0	 
dynamic model system	system dynamic model	system dynamic model	3	11,9142708474	50,5317138846	363,557790767	5,0	24,0	 
supply water	water supply	water supply|&|supply water	2	7,86819688189	42,4107882231	278,91598576	2,0	13,0	 
new version	new version	new version	2	7,86819688189	36,9569697383	298,716447383	4,0	26,0	 
economic growth	economic growth	economic growth	2	11,0154756347	51,7397576336	473,365364467	4,0	13,0	 
model urban	urban models	urban models|&|urban model	2	12,589115011	50,4050420056	441,487273986	8,0	27,0	 
analysis policy	policy analysis	policy analysis	2	15,7363937638	67,5333808779	364,566696193	6,0	15,0	 
climate simulation	climate simulation	climate simulation|&|climate simulations	2	6,29455750551	31,376407139	295,236504826	3,0	30,0	 
modeling system	modeling system	modeling system|&|system modeling|&|modeling systems|&|systems modeling	2	23,6045906457	89,2422415766	226,315399127	10,0	36,0	 
green space	green space	green space	2	7,86819688189	42,4107882231	264,695411989	2,0	9,0	 
variety wide	wide variety	wide variety	2	6,29455750551	29,5655757906	338,090938012	4,0	13,0	 
development sustainable	sustainable development	sustainable development	2	17,3100331402	69,3069327577	321,296358241	8,0	50,0	 
enterprise information	enterprise information	enterprise information	2	7,86819688189	42,4107882231	366,095327272	2,0	11,0	 
dynamics landscape urban	urban landscape dynamics	urban landscape dynamics	3	5,95713542369	30,7243249195	714,220187616	2,0	7,0	 
network transportation	transportation network	transportation network|&|transportation networks	2	22,0309512693	88,2088235099	287,6197462	8,0	55,0	 
decision model support	decision support model	decision support model	3	9,92855903949	51,2072081992	759,36188166	2,0	6,0	 
performance system	system performance	system performance|&|system on the performance	2	6,29455750551	31,376407139	221,61339879	3,0	22,0	 
network road	road network	road network	2	9,44183625827	50,8929458677	788,20475608	2,0	7,0	 
carbon cycle	carbon cycle	carbon cycle	2	9,44183625827	47,0646107085	482,056798617	4,0	26,0	 
information system	information system	information system|&|information systems	2	50,3564600441	163,662888374	329,114250638	32,0	152,0	 
feedback loop	feedback loops	feedback loops|&|feedback loop	2	11,0154756347	51,7397576336	383,187970837	5,0	29,0	 
3D model	3D models	3D models|&|3D model	2	9,44183625827	42,2414788124	981,190328063	5,0	12,0	 
model system	system model	system model|&|model system|&|system models|&|model systems|&|system of models	2	48,7828206677	145,97079191	614,786545182	31,0	146,0	 
land structure	land structure	land structure	2	6,29455750551	33,9286305785	518,750344325	2,0	9,0	 
modeling urban	urban modeling	urban modeling	2	15,7363937638	61,1528222793	391,696847521	11,0	47,0	 
planning support system	planning support system	planning support system	3	5,95713542369	30,7243249195	251,026496345	2,0	17,0	 
surface temperature	surface temperature	surface temperature|&|surface temperatures	2	9,44183625827	44,348363686	221,401417101	4,0	24,0	 
growth model	growth model	growth model|&|growth models	2	11,0154756347	47,2733666145	280,402039788	15,0	142,0	 
modeling network	network modeling	network modeling	2	7,86819688189	39,2205089237	598,667944699	3,0	6,0	 
growth model urban	urban growth model	urban growth model|&|model of urban growth	3	23,8285416948	82,2756386831	248,618633604	11,0	123,0	 
different policy scenario	different policy scenarios	different policy scenarios	3	5,95713542369	28,3089143609	217,774602556	3,0	46,0	 
model surface	surface model	surface model	2	6,29455750551	33,9286305785	261,382898592	2,0	14,0	 
