stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
context equation transport	transport equation in the context	transport equation in the context	5	5,95713542369	26,8816902878	216,343978341	2,0	19,0	 
deer red	red deer	red deer	2	11,0154756347	52,2695997512	325,630718856	2,0	10,0	 
density low	low densities	low densities	2	4,72091812914	22,4012570362	313,893378093	2,0	8,0	 
growth population rate	population growth rates	population growth rates|&|population growth rate	3	9,92855903949	37,9208644411	217,794749716	4,0	32,0	 
body size	body size	body size|&|body sizes	2	33,046426904	103,622626924	587,110158261	12,0	67,0	 
population world	world population	world population	2	4,72091812914	20,4870894566	218,863163394	3,0	7,0	 
law power	power law	power law	2	4,72091812914	20,4870894566	289,055575926	3,0	25,0	 
home inverse range	inverse home range	inverse home range|&|home range and inverse	3	5,95713542369	31,010861911	313,019490933	1,0	10,0	 
datum series time	time series data	time series data	3	7,94284723159	32,6217063057	241,729433359	3,0	34,0	 
body weight	body weight	body weight	2	11,0154756347	47,8032087321	321,630372783	3,0	17,0	 
change population	population change	population change|&|population changes	2	9,44183625827	38,2579318907	330,879031735	4,0	14,0	 
food resource	food resources	food resources	2	6,29455750551	25,5052879272	328,59747664	4,0	31,0	 
health reproductive	reproductive health	reproductive health	2	7,86819688189	34,1451490944	236,32573939	3,0	13,0	 
growth population rapid	rapid population growth	rapid population growth	3	9,92855903949	35,7053705176	279,526756278	5,0	44,0	 
animal density population	animal population density	animal population density|&|population density animals	3	9,92855903949	35,7053705176	406,557537666	5,0	17,0	 
metabolic rate	metabolic rates	metabolic rates|&|metabolic rate	2	6,29455750551	27,3161192755	350,609301511	3,0	28,0	 
age structure	age structure	age structure	2	4,72091812914	20,4870894566	311,155805284	3,0	18,0	 
density relation	density in relation	density in relation|&|relation between density|&|density or the relation	3	4,72091812914	20,4870894566	388,539803563	3,0	9,0	 
FSD equation transport	FSD transport equation	FSD transport equation	3	7,94284723159	32,6217063057	397,09438987	4,0	44,0	 
density gradient population	gradient of population density	gradient of population density|&|population density gradient	4	5,95713542369	26,8816902878	359,778382409	2,0	11,0	 
body density population size	population density and body size	population density and body size|&|Population density and body size|&|body size population density|&|population density with body size	5	13,8999826553	45,3105604717	571,285445426	7,0	43,0	 
habitat use	habitat use	habitat use	2	4,72091812914	22,4012570362	259,900157083	2,0	9,0	 
distribution population	population distribution	population distribution	2	6,29455750551	29,868342715	316,139001265	2,0	12,0	 
density low population	low population density	low population density	3	5,95713542369	26,8816902878	345,264567701	2,0	9,0	 
development economic	economic development	economic development	2	4,72091812914	20,4870894566	305,552675116	3,0	9,0	 
density increase	density increases	density increases|&|density increase|&|increase in density	2	6,29455750551	25,5052879272	350,309240578	6,0	41,0	 
FSD transport	FSD transport	FSD transport	2	9,44183625827	44,8025140725	232,51937025	2,0	23,0	 
temporal variability	temporal variability	temporal variability	2	7,86819688189	37,3354283937	261,768103983	2,0	14,0	 
density population relationship	relationship between population density	relationship between population density|&|population density relationship	4	9,92855903949	35,7053705176	260,233397408	5,0	32,0	 
attention particular	particular attention	particular attention	2	4,72091812914	20,4870894566	230,233016914	3,0	20,0	 
estimate population	population estimates	population estimates|&|estimates of the population|&|estimated population	2	11,0154756347	40,1678628534	394,642027908	6,0	25,0	 
number total	total number	total number	2	6,29455750551	25,5052879272	339,807320868	4,0	27,0	 
rate strain	strain rate	strain rate	2	7,86819688189	31,8816099089	397,09438987	4,0	44,0	 
density population	population density	population density|&|Population density|&|population densities|&|density population|&|density populations|&|density of populations	2	311,580596523	325,229087385	371,975449424	98,0	491,0	 
home range size	home range size	home range size	3	13,8999826553	62,7239440049	609,556531833	3,0	17,0	 
equality gender	gender equality	gender equality	2	4,72091812914	22,4012570362	360,393418639	2,0	15,0	 
bird population	bird population	bird population|&|Bird population	2	6,29455750551	27,3161192755	325,422917992	3,0	15,0	 
density function	density functions	density functions|&|density function|&|function of density	2	6,29455750551	27,3161192755	866,824795544	8,0	24,0	 
inverse relationship	inverse relationship	inverse relationship	2	4,72091812914	20,4870894566	347,620691822	3,0	19,0	 
land use	land use	land use	2	11,0154756347	47,8032087321	559,939642055	3,0	15,0	 
density increase population	population density increases	population density increases|&|increases in population density	3	9,92855903949	35,7053705176	220,325395728	5,0	27,0	 
curvature term	curvature term	curvature term|&|curvature terms	2	9,44183625827	44,8025140725	414,170166074	3,0	30,0	 
growth rate	growth rates	growth rates|&|growth rate	2	7,86819688189	30,1258725143	297,302095025	9,0	67,0	 
international migration	international migration	international migration	2	4,72091812914	22,4012570362	299,920131565	2,0	17,0	 
age group	age groups	age groups	2	7,86819688189	34,1451490944	296,280695617	3,0	11,0	 
pattern similar	similar pattern	similar pattern	2	4,72091812914	22,4012570362	284,889537621	2,0	20,0	 
density flame surface transport	flame surface density transport	flame surface density transport|&|transport of flame surface density	4	7,94284723159	32,6217063057	341,808980335	3,0	34,0	 
area urban	urban areas	urban areas|&|urban area	2	14,1627543874	49,4611968802	358,509768518	8,0	46,0	 
density maximum population	maximum population density	maximum population density	3	7,94284723159	32,6217063057	386,933130601	3,0	29,0	 
displacement speed	displacement speed	displacement speed	2	4,72091812914	22,4012570362	274,387718841	2,0	21,0	 
antibiotic resistance	antibiotic resistance	antibiotic resistance	2	4,72091812914	25,6735481271	492,932862932	1,0	7,0	 
group size	group size	group size|&|size group	2	7,86819688189	37,3354283937	290,394258815	2,0	8,0	 
heat release	heat release	heat release	2	7,86819688189	37,3354283937	232,51937025	2,0	23,0	 
cover land	land cover	land cover	2	9,44183625827	40,9741789133	410,508814858	4,0	23,0	 
density grid population	population density grid	population density grid	3	7,94284723159	35,8422537171	591,874611218	2,0	15,0	 
factor important	important factor	important factor	2	4,72091812914	20,4870894566	387,922366519	3,0	19,0	 
series time	time series	time series	2	6,29455750551	25,5052879272	312,920541924	7,0	50,0	 
