stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
planning support system	planning support system	planning support system	3	5,95713542369	31,2210404558	229,502932359	2,0	17,0	 
model optimization	optimization model	optimization model|&|optimization models|&|model optimization	2	15,7363937638	68,8455067088	313,297162722	6,0	27,0	 
analysis method	analysis method	analysis method|&|analysis methods|&|methods of analysis	2	11,0154756347	48,1918546962	297,132501971	6,0	22,0	 
building group model	group model building	group model building	3	5,95713542369	31,2210404558	525,222759527	2,0	9,0	 
method modeling	modeling methods	modeling methods|&|modeling method	2	14,1627543874	59,7777578209	545,923129052	7,0	15,0	 
network road	road network	road network	2	9,44183625827	51,6802213662	965,431780159	2,0	6,0	 
application model	model application	model application|&|application of the model	2	6,29455750551	30,090426123	247,063545898	4,0	21,0	 
climate model system	climate system model	climate system model|&|system climate model	3	11,9142708474	51,5251449572	457,590822367	5,0	52,0	 
information technology	information technology	information technology|&|information technologies	2	18,8836725165	77,1821140056	362,750626325	8,0	32,0	 
allocation land use	land use allocation	land use allocation	3	5,95713542369	31,2210404558	239,1660792	2,0	19,0	 
design network problem	network design problem	network design problem	3	11,9142708474	57,6112597945	952,675453787	3,0	12,0	 
fixation nitrogen	nitrogen fixation	nitrogen fixation	2	7,86819688189	39,8765718392	1183,74723459	3,0	3,0	 
model programming	programming model	programming model	2	6,29455750551	31,9012574714	404,313382697	4,0	20,0	 
dynamics model system	system dynamics model	system dynamics model|&|system dynamics models|&|systems dynamics model	3	85,3856077396	216,273067656	857,879632432	30,0	157,0	 
mode reference	reference modes	reference modes	2	7,86819688189	39,8765718392	250,663268502	3,0	7,0	 
logit model	logit model	logit model|&|logit models	2	11,0154756347	55,8272005749	216,586905939	3,0	15,0	 
modeling urban year	years of urban modeling	years of urban modeling	4	5,95713542369	31,2210404558	621,599224935	2,0	4,0	 
dynamics model	dynamics model	dynamics model|&|dynamics models|&|dynamics of the model	2	7,86819688189	35,8572952591	890,800656868	35,0	173,0	 
demand travel	travel demand	travel demand	2	6,29455750551	34,4534809108	426,617679663	2,0	16,0	 
network traffic	traffic network	traffic network	2	7,86819688189	39,8765718392	457,732125205	3,0	15,0	 
decision management risk	risk management decisions	risk management decisions	3	5,95713542369	28,8056298972	4995,84179934	3,0	5,0	 
geographic information system	geographic information system	geographic information system|&|geographic information systems	3	27,7999653106	98,3062509664	343,021695604	11,0	61,0	 
policy variable	policy variables	policy variables	2	6,29455750551	30,090426123	345,091948932	4,0	21,0	 
land scheme surface	land surface scheme	land surface scheme	3	5,95713542369	31,2210404558	308,494978999	3,0	36,0	 
support system	support system	support system|&|support systems|&|support of the system	2	11,0154756347	48,1918546962	727,134369161	20,0	117,0	 
land surface	land surface	land surface	2	6,29455750551	31,9012574714	422,448877044	5,0	59,0	 
decision maker	decision makers	decision makers	2	9,44183625827	43,0287543109	329,877270507	8,0	44,0	 
agglomeration urban	urban agglomeration	urban agglomeration	2	7,86819688189	43,0668511385	527,749162791	2,0	7,0	 
ice sea	sea ice	sea ice	2	7,86819688189	35,8572952591	426,450627673	5,0	46,0	 
decision maker planner	planners and decision makers	planners and decision makers|&|decision makers and planners	4	5,95713542369	28,8056298972	332,657324042	3,0	24,0	 
earth model system	earth system model	earth system model|&|Earth system model	3	15,8856944632	68,7001932762	524,037215051	5,0	44,0	 
development economic	economic development	economic development	2	6,29455750551	31,9012574714	267,558687031	3,0	12,0	 
model ocean	ocean model	ocean model	2	6,29455750551	30,090426123	500,809709915	4,0	13,0	 
development sustainable urban	sustainable urban development	sustainable urban development|&|urban sustainable development	3	7,94284723159	38,4075065297	619,111517844	3,0	7,0	 
modeling process	modeling process	modeling process	2	6,29455750551	30,090426123	342,854427939	4,0	16,0	 
land value	land values	land values	2	6,29455750551	34,4534809108	543,576800321	2,0	6,0	 
model network	network model	network model|&|network models	2	15,7363937638	66,4197309121	538,12400421	7,0	28,0	 
land-use planning	land-use planning	land-use planning	2	7,86819688189	39,8765718392	353,39439134	3,0	9,0	 
area sensitive	sensitive areas	sensitive areas	2	6,29455750551	34,4534809108	214,147616722	2,0	15,0	 
dynamic model system	system dynamic model	system dynamic model	3	11,9142708474	51,5251449572	339,260561001	5,0	24,0	 
supply water	water supply	water supply|&|supply water	2	7,86819688189	43,0668511385	276,575789809	2,0	13,0	 
new version	new version	new version	2	7,86819688189	37,6130326538	331,13958212	4,0	25,0	 
economic growth	economic growth	economic growth	2	12,589115011	57,3716724145	408,669120547	5,0	16,0	 
model urban	urban models	urban models|&|urban model	2	12,589115011	51,4547426704	325,605981089	8,0	29,0	 
analysis policy	policy analysis	policy analysis	2	15,7363937638	68,8455067088	341,919433534	6,0	15,0	 
climate simulation	climate simulation	climate simulation|&|climate simulations	2	6,29455750551	31,9012574714	270,607369003	3,0	28,0	 
modeling system	modeling system	modeling system|&|system modeling|&|modeling systems|&|systems modeling	2	23,6045906457	91,2104303229	235,068231256	10,0	35,0	 
variety wide	wide variety	wide variety	2	6,29455750551	30,090426123	409,141727646	4,0	14,0	 
development sustainable	sustainable development	sustainable development	2	17,3100331402	70,7502711718	329,058539778	8,0	50,0	 
enterprise information	enterprise information	enterprise information	2	7,86819688189	43,0668511385	342,787494098	2,0	11,0	 
land resource	land resource	land resource|&|land resources|&|resource land	2	7,86819688189	35,8572952591	211,932938439	5,0	69,0	 
dynamics landscape urban	urban landscape dynamics	urban landscape dynamics	3	5,95713542369	31,2210404558	699,703764494	2,0	7,0	 
network transportation	transportation network	transportation network|&|transportation networks	2	23,6045906457	93,6974221653	271,578916398	9,0	55,0	 
decision model support	decision support model	decision support model	3	11,9142708474	57,6112597945	215,873158004	3,0	13,0	 
model process	process models	process models|&|process model|&|model in the process	2	7,86819688189	39,8765718392	335,4775824	3,0	7,0	 
chain supply	supply chain	supply chain	2	6,29455750551	34,4534809108	385,718190003	2,0	6,0	 
carbon cycle	carbon cycle	carbon cycle	2	9,44183625827	47,851886207	319,627145773	4,0	23,0	 
information system	information system	information system|&|information systems|&|system information	2	51,9300994205	170,139126764	404,030233576	35,0	169,0	 
feedback loop	feedback loops	feedback loops|&|feedback loop	2	11,0154756347	52,6582457153	270,387696423	5,0	31,0	 
3D model	3D models	3D models|&|3D model	2	9,44183625827	43,0287543109	737,769554695	5,0	11,0	 
model system	system model	system model|&|model system|&|system models|&|model systems|&|system of models	2	48,7828206677	150,038381986	554,129283946	33,0	155,0	 
city different	different cities	different cities	2	6,29455750551	30,090426123	735,020349877	4,0	10,0	 
land structure	land structure	land structure	2	6,29455750551	34,4534809108	529,895862269	2,0	9,0	 
modeling urban	urban modeling	urban modeling	2	15,7363937638	62,4649481102	373,001476635	11,0	48,0	 
surface temperature	surface temperature	surface temperature|&|surface temperatures	2	9,44183625827	45,1356391845	246,235287353	4,0	23,0	 
growth model	growth model	growth model|&|growth models	2	11,0154756347	48,1918546962	303,051745332	15,0	141,0	 
modeling network	network modeling	network modeling	2	7,86819688189	39,8765718392	630,601923801	3,0	6,0	 
growth model urban	urban growth model	urban growth model|&|model of urban growth	3	23,8285416948	84,2625008283	254,482277789	11,0	123,0	 
different policy scenario	different policy scenarios	different policy scenarios	3	5,95713542369	28,8056298972	220,290557584	3,0	48,0	 
model surface	surface model	surface model	2	6,29455750551	34,4534809108	262,136363723	2,0	13,0	 
