382;land+use;system+transportation;137;98;24;16;32;67;19;46;99;25;61;113;22;16;11;24;9;20;18;64;420;154;13;44;37;50;7;154;25;34;26;99;99;9;65;14;31;17;8;51;29;34;37;33;9;18;27;113;109;20;5;99;18;32;8;72;14;25;5;39;34;25;43;128;20;16;102;31;64;23;33;22;102;26;42;22;25;46;99;50;4;31;100;49;74;10;49;231;64;23;63;9;29;29;24;44;24;114;46;40;27;729
382;land+use;system+transportation;137;98;24;16;32;67;19;46;99;25;61;113;22;16;11;24;9;20;18;64;420;154;13;44;37;50;7;154;25;34;26;99;99;9;65;14;31;17;8;51;29;34;37;33;9;18;27;113;109;20;5;99;18;32;8;72;14;25;5;39;34;25;43;128;20;16;102;31;64;23;33;22;102;26;42;22;25;46;99;50;4;31;100;49;74;10;49;231;64;23;63;9;29;29;24;44;24;114;46;40;27;729
382;land+use;system+transportation;137;98;24;16;32;67;19;46;99;25;61;113;22;16;11;24;9;20;18;64;420;154;13;44;37;50;7;154;25;34;26;99;99;9;65;14;31;17;8;51;29;34;37;33;9;18;27;113;109;20;5;99;18;32;8;72;14;25;5;39;34;25;43;128;20;16;102;31;64;23;33;22;102;26;42;22;25;46;99;50;4;31;100;49;74;10;49;231;64;23;63;9;29;29;24;44;24;114;46;40;27;729
382;land+use;system+transportation;137;98;24;16;32;67;19;46;99;25;61;113;22;16;11;24;9;20;18;64;420;154;13;44;37;50;7;154;25;34;26;99;99;9;65;14;31;17;8;51;29;34;37;33;9;18;27;113;109;20;5;99;18;32;8;72;14;25;5;39;34;25;43;128;20;16;102;31;64;23;33;22;102;26;42;22;25;46;99;50;4;31;100;49;74;10;49;231;64;23;63;9;29;29;24;44;24;114;46;40;27;729
382;land+use;system+transportation;137;98;24;16;32;67;19;46;99;25;61;113;22;16;11;24;9;20;18;64;420;154;13;44;37;50;7;154;25;34;26;99;99;9;65;14;31;17;8;51;29;34;37;33;9;18;27;113;109;20;5;99;18;32;8;72;14;25;5;39;34;25;43;128;20;16;102;31;64;23;33;22;102;26;42;22;25;46;99;50;4;31;100;49;74;10;49;231;64;23;63;9;29;29;24;44;24;114;46;40;27;729
382;land+use;system+transportation;137;98;24;16;32;67;19;46;99;25;61;113;22;16;11;24;9;20;18;64;420;154;13;44;37;50;7;154;25;34;26;99;99;9;65;14;31;17;8;51;29;34;37;33;9;18;27;113;109;20;5;99;18;32;8;72;14;25;5;39;34;25;43;128;20;16;102;31;64;23;33;22;102;26;42;22;25;46;99;50;4;31;100;49;74;10;49;231;64;23;63;9;29;29;24;44;24;114;46;40;27;729
382;land+use;system+transportation;137;98;24;16;32;67;19;46;99;25;61;113;22;16;11;24;9;20;18;64;420;154;13;44;37;50;7;154;25;34;26;99;99;9;65;14;31;17;8;51;29;34;37;33;9;18;27;113;109;20;5;99;18;32;8;72;14;25;5;39;34;25;43;128;20;16;102;31;64;23;33;22;102;26;42;22;25;46;99;50;4;31;100;49;74;10;49;231;64;23;63;9;29;29;24;44;24;114;46;40;27;729
382;land+use;system+transportation;137;98;24;16;32;67;19;46;99;25;61;113;22;16;11;24;9;20;18;64;420;154;13;44;37;50;7;154;25;34;26;99;99;9;65;14;31;17;8;51;29;34;37;33;9;18;27;113;109;20;5;99;18;32;8;72;14;25;5;39;34;25;43;128;20;16;102;31;64;23;33;22;102;26;42;22;25;46;99;50;4;31;100;49;74;10;49;231;64;23;63;9;29;29;24;44;24;114;46;40;27;729
382;land+use;system+transportation;137;98;24;16;32;67;19;46;99;25;61;113;22;16;11;24;9;20;18;64;420;154;13;44;37;50;7;154;25;34;26;99;99;9;65;14;31;17;8;51;29;34;37;33;9;18;27;113;109;20;5;99;18;32;8;72;14;25;5;39;34;25;43;128;20;16;102;31;64;23;33;22;102;26;42;22;25;46;99;50;4;31;100;49;74;10;49;231;64;23;63;9;29;29;24;44;24;114;46;40;27;729
382;land+use;system+transportation;137;98;24;16;32;67;19;46;99;25;61;113;22;16;11;24;9;20;18;64;420;154;13;44;37;50;7;154;25;34;26;99;99;9;65;14;31;17;8;51;29;34;37;33;9;18;27;113;109;20;5;99;18;32;8;72;14;25;5;39;34;25;43;128;20;16;102;31;64;23;33;22;102;26;42;22;25;46;99;50;4;31;100;49;74;10;49;231;64;23;63;9;29;29;24;44;24;114;46;40;27;729
