stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
growth population rate	population growth rate	population growth rate|&|population growth rates	3	7,94284723159	37,0603775232	383,99291388	2,0	11,0	 
body size	body size	body size|&|Body size|&|body sizes|&|Body Size	2	95,9920019591	204,06732357	287,548536787	41,0	330,0	 
population world	world population	world population	2	7,86819688189	33,0882852552	428,947593534	4,0	9,0	 
rate recapture	recapture rate	recapture rate|&|recapture rates	2	4,72091812914	21,2110946644	268,46614731	3,0	36,0	 
crown width	crown width	crown width	2	4,72091812914	26,3975533348	265,060649655	1,0	2,0	 
female male	males and females	males and females	3	4,72091812914	21,2110946644	382,672616315	3,0	17,0	 
density plant	plant density	plant density	2	4,72091812914	23,125262244	522,632268684	2,0	5,0	 
model regression	regression models	regression models	2	4,72091812914	21,2110946644	376,495254896	3,0	17,0	 
community structure	community structure	community structure	2	4,72091812914	21,2110946644	298,346356154	3,0	18,0	 
food resource	food resources	food resources|&|food resource	2	7,86819688189	31,3325478605	403,293992971	5,0	35,0	 
health reproductive	reproductive health	reproductive health	2	9,44183625827	39,7059423062	333,895823504	4,0	18,0	 
body individual size	individual body size	individual body size	3	3,9714236158	18,5301887616	454,588063721	2,0	10,0	 
biology population	population biology	population biology	2	4,72091812914	21,2110946644	277,806260248	3,0	34,0	 
density flame surface	flame surface density	flame surface density	3	3,9714236158	18,5301887616	463,791064231	3,0	33,0	 
age structure	age structure	age structure	2	4,72091812914	21,2110946644	451,088173089	3,0	11,0	 
density relation	density in relation	density in relation|&|relation between density|&|density or the relation	3	4,72091812914	21,2110946644	370,918604705	3,0	10,0	 
group size	group size	group size|&|size group	2	7,86819688189	38,5421037399	632,698952982	2,0	9,0	 
density gradient population	gradient of population density	gradient of population density|&|population density gradient	4	5,95713542369	27,7952831424	414,997819662	2,0	11,0	 
distribution population	population distribution	population distribution	2	7,86819688189	35,3518244406	411,563622019	3,0	19,0	 
density low population	low population density	low population density|&|low population densities	3	15,8856944632	59,5648404405	293,929678706	5,0	24,0	 
size territory	territory size	territory size	2	11,0154756347	53,9589452359	390,381394662	2,0	11,0	 
bird mammal	mammals and birds	mammals and birds|&|birds and mammals	3	6,29455750551	30,8336829919	322,188201975	2,0	18,0	 
FSD transport	FSD transport	FSD transport	2	9,44183625827	46,2505244879	294,73330453	2,0	23,0	 
Austrian dispersal land population snail	dispersal in an Austrian population of the land snail	dispersal in an Austrian population of the land snail	9	3,9714236158	18,5301887616	277,806260248	2,0	34,0	 
attention particular	particular attention	particular attention	2	4,72091812914	21,2110946644	260,026062025	3,0	22,0	 
estimate population	population estimates	population estimates|&|population estimate|&|estimates of the population|&|estimated population	2	14,1627543874	49,7420401867	412,398055138	8,0	49,0	 
density low	low densities	low densities	2	4,72091812914	23,125262244	278,706168372	2,0	7,0	 
rate strain	strain rate	strain rate	2	7,86819688189	33,0882852552	525,362801447	4,0	43,0	 
density population	population density	population density|&|Population density|&|population densities|&|density population|&|density of populations|&|density populations	2	361,937056567	375,595624222	402,981603385	115,0	624,0	 
deer red	red deer	red deer	2	11,0154756347	53,9589452359	557,500113858	2,0	7,0	 
home range size	home range size	home range size	3	15,8856944632	67,6796602236	382,059730134	4,0	21,0	 
equality gender	gender equality	gender equality	2	4,72091812914	23,125262244	395,847189657	2,0	18,0	 
density function	density functions	density functions|&|density function|&|function of density	2	7,86819688189	35,3518244406	870,674866124	7,0	26,0	 
bear density	bear densities	bear densities|&|bear density	2	6,29455750551	28,2814595525	429,268428493	3,0	32,0	 
population size variation	variation in population size	variation in population size|&|variation with population size	4	5,95713542369	27,7952831424	974,423174425	2,0	5,0	 
density increase population	increases in population density	increases in population density|&|population density increases	4	7,94284723159	31,554815359	358,3563342	4,0	15,0	 
curvature term	curvature term	curvature term|&|curvature terms	2	9,44183625827	46,2505244879	524,584500987	3,0	29,0	 
growth rate	growth rates	growth rates|&|growth rate	2	7,86819688189	31,3325478605	525,414005648	6,0	39,0	 
age group	age groups	age groups	2	7,86819688189	35,3518244406	483,160474748	3,0	10,0	 
dispersal individual observation sum vector	sum vector of all individual dispersal observations	sum vector of all individual dispersal observations	7	3,9714236158	18,5301887616	277,806260248	2,0	34,0	 
development plan	development plans	development plans	2	4,72091812914	21,2110946644	468,670490366	3,0	24,0	 
pattern similar	similar pattern	similar pattern	2	4,72091812914	23,125262244	325,899644629	2,0	19,0	 
density flame surface transport	flame surface density transport	flame surface density transport|&|transport of flame surface density	4	7,94284723159	33,8398301118	463,791064231	3,0	33,0	 
class size	size classes	size classes	2	4,72091812914	23,125262244	357,56008701	2,0	12,0	 
area urban	urban areas	urban areas|&|urban area	2	18,8836725165	64,0985439756	479,403525113	9,0	46,0	 
flame premixed turbulent	turbulent premixed flames	turbulent premixed flames	3	3,9714236158	18,5301887616	336,267930121	2,0	24,0	 
period time	time periods	time periods|&|time period	2	9,44183625827	39,7059423062	270,963238621	4,0	42,0	 
basic information	basic information	basic information	2	4,72091812914	21,2110946644	277,806260248	3,0	34,0	 
displacement speed	displacement speed	displacement speed	2	4,72091812914	23,125262244	400,604929425	2,0	21,0	 
FSD equation transport	FSD transport equation	FSD transport equation	3	7,94284723159	33,8398301118	525,362801447	4,0	43,0	 
heat release	heat release	heat release	2	7,86819688189	38,5421037399	381,000701474	2,0	23,0	 
cover land	land cover	land cover	2	9,44183625827	42,4221893287	468,169490849	4,0	24,0	 
density grid population	population density grid	population density grid	3	7,94284723159	37,0603775232	523,313620749	2,0	14,0	 
series time	time series	time series	2	9,44183625827	39,7059423062	569,782746142	4,0	20,0	 
land use	land use	land use	2	11,0154756347	49,4925542168	492,646538308	3,0	14,0	 
