stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
distribution velocity	velocity distributions	velocity distributions|&|Velocity distributions|&|velocity distribution	2	15,7363937638	65,0619261122	231,441436963	7,0	69,0	 
direct numerical result simulation	results of direct numerical simulation	results of direct numerical simulation|&|direct numerical simulation results	5	7,94284723159	35,4371482187	216,151254127	4,0	33,0	 
characteristic flow	flow characteristics	flow characteristics|&|characteristics of the flow	2	6,29455750551	29,547304203	437,45982295	4,0	23,0	 
flat plate	flat plate	flat plate	2	28,3255087748	101,844116891	229,955771352	12,0	128,0	 
dissipation rate	dissipation rate	dissipation rate	2	7,86819688189	39,1976694392	274,285177317	5,0	53,0	 
backward-facing step	backward-facing step	backward-facing step	2	6,29455750551	31,3581355514	214,34581332	3,0	25,0	 
flow fluid	fluid flow	fluid flow	2	9,44183625827	40,4926211454	252,839146891	6,0	46,0	 
flow uniform	uniform flow	uniform flow	2	17,3100331402	71,5681187234	265,701522676	7,0	55,0	 
shear stress	shear stress	shear stress|&|shear stresses	2	66,0928538079	184,039580517	218,55509985	45,0	421,0	 
function wall	wall function	wall function	2	7,86819688189	39,1976694392	190,600636175	3,0	31,0	 
flow reversal	flow reversal	flow reversal	2	6,29455750551	33,9103589909	193,126075417	2,0	11,0	 
flow study	flow studies	flow studies	2	9,44183625827	47,0372033271	373,801376878	3,0	6,0	 
flow shear	shear flow	shear flow|&|shear flows|&|flow in the shear	2	72,3874113134	210,093168661	276,736374424	28,0	175,0	 
flow model	flow models	flow models|&|flow model	2	6,29455750551	33,9103589909	230,089960364	2,0	12,0	 
flow thermal	flow and thermal	flow and thermal	3	7,86819688189	35,1783928591	189,30144356	5,0	48,0	 
force lift	lift force	lift force|&|lift forces	2	22,0309512693	91,0866965571	285,493617371	9,0	67,0	 
temperature variance	temperature variance	temperature variance	2	6,29455750551	31,3581355514	194,334230267	4,0	51,0	 
corporation development urban	urban development corporations	urban development corporations|&|Urban development corporations	3	11,9142708474	53,155722328	6253,20143788	4,0	6,0	 
channel flow heat transfer turbulent	turbulent heat transfer in a channel flow	turbulent heat transfer in a channel flow|&|turbulent heat transfer in channel flow|&|turbulent channel flow with heat transfer|&|heat transfer of turbulent channel flow|&|heat transfer in a turbulent channel flow	7	9,92855903949	42,0809413498	250,511048223	8,0	115,0	 
development flow	flow development	flow development|&|development of the flow	2	86,5501657008	216,105281541	353,913529076	39,0	179,0	 
present result	present results	present results	2	9,44183625827	40,4926211454	204,680149003	6,0	57,0	 
channel friction half velocity width	friction velocity and the channel half width	friction velocity and the channel half width	7	11,9142708474	48,3249012108	376,973877265	6,0	71,0	 
shear stress wall	wall shear stress	wall shear stress|&|wall shear stresses	3	61,5570660448	185,569811301	262,424051239	18,0	193,0	 
level turbulence	turbulence levels	turbulence levels	2	6,29455750551	31,3581355514	204,915731806	3,0	23,0	 
shear wall	wall shear	wall shear	2	7,86819688189	36,9341302538	277,944977939	22,0	219,0	 
heat transfer turbulent	turbulent heat transfer	turbulent heat transfer	3	23,8285416948	84,477572747	222,718906598	15,0	202,0	 
entrance flow	entrance flow	entrance flow|&|flows near the entrance|&|entrance flows|&|flow entrance|&|flow near the entrance	2	12,589115011	56,2854285746	309,279605592	7,0	48,0	 
degree high	high degree	high degree	2	6,29455750551	29,547304203	244,339434731	4,0	25,0	 
policy urban	urban policy	urban policy	2	7,86819688189	39,1976694392	9587,44263612	3,0	5,0	 
depth flow	flow depth	flow depth	2	6,29455750551	31,3581355514	240,088069392	3,0	22,0	 
model theoretical	theoretical models	theoretical models	2	6,29455750551	29,547304203	248,32037484	4,0	25,0	 
component velocity	velocity components	velocity components|&|velocity component|&|components of velocity	2	18,8836725165	73,3285719723	187,82009985	11,0	82,0	 
energy equation momentum	momentum and energy equations	momentum and energy equations	4	9,92855903949	42,0809413498	278,006964516	5,0	48,0	 
flow rate	flow rate	flow rate|&|flow rates	2	26,7518693984	94,044818335	269,757066499	14,0	83,0	 
gradient pressure	pressure gradient	pressure gradient|&|pressure gradients	2	31,4727875276	104,105973137	234,077058855	18,0	143,0	 
flow phenomenon	flow phenomenon	flow phenomenon|&|flow phenomena	2	7,86819688189	39,1976694392	283,232461693	3,0	15,0	 
flow regime	flow regimes	flow regimes|&|flow regime	2	14,1627543874	58,555733501	207,432312574	9,0	75,0	 
section test	test section	test section	2	7,86819688189	36,9341302538	285,671461801	4,0	40,0	 
eddy simulation	eddy simulation	eddy simulation	2	7,86819688189	39,1976694392	203,801833662	16,0	173,0	 
fluctuation heat-flux surface	surface heat-flux fluctuations	surface heat-flux fluctuations|&|Surface heat-flux fluctuations	3	7,94284723159	40,9427103829	329,727105106	2,0	24,0	 
equation momentum	momentum equations	momentum equations|&|momentum equation	2	9,44183625827	44,3209563046	195,095904345	4,0	29,0	 
layer separated shear	separated shear layer	separated shear layer	3	9,92855903949	42,0809413498	215,686471817	6,0	71,0	 
entrance region	entrance region	entrance region	2	28,3255087748	101,844116891	388,610836488	14,0	101,0	 
eddy large simulation	large eddy simulation	large eddy simulation|&|Large eddy simulation	3	29,7856771185	97,7822686649	199,948874799	13,0	149,0	 
exchanger heat	heat exchangers	heat exchangers	2	6,29455750551	31,3581355514	206,953689697	3,0	34,0	 
channel flow open	open channel flow	open channel flow|&|flow in an open channel	3	7,94284723159	37,7221629714	277,666135495	3,0	14,0	 
entrance length	entrance length	entrance length	2	29,8991481512	116,10357229	279,546558615	9,0	75,0	 
shedding vortex	vortex shedding	vortex shedding	2	9,44183625827	42,214071431	336,844311745	5,0	37,0	 
flow pipe	pipe flow	pipe flow|&|pipe flows	2	26,7518693984	103,882143627	193,921196986	12,0	138,0	 
profile velocity	velocity profile	velocity profile|&|velocity profiles	2	45,635541915	134,39227218	201,06524829	27,0	213,0	 
generator steam	steam generator	steam generator	2	7,86819688189	42,3879487386	374,08209603	2,0	14,0	 
flow measurement	flow measurement	flow measurement|&|flow measurements	2	7,86819688189	35,1783928591	333,151921846	5,0	25,0	 
flow technique visualization	flow visualization technique	flow visualization technique|&|technique of flow visualization	3	7,94284723159	35,4371482187	517,713101126	4,0	26,0	 
free-stream velocity	free-stream velocity	free-stream velocity	2	9,44183625827	44,3209563046	261,92459079	4,0	36,0	 
blood flow velocity	blood flow velocity	blood flow velocity|&|velocity of blood flow	3	7,94284723159	37,7221629714	621,601139148	3,0	15,0	 
field velocity	velocity field	velocity field|&|velocity fields|&|field velocity	2	33,046426904	111,444039315	210,370362099	17,0	137,0	 
channel inlet	channel inlet	channel inlet|&|inlet of the channel	2	6,29455750551	29,547304203	230,009738352	4,0	22,0	 
factor friction	friction factor	friction factor	2	7,86819688189	35,1783928591	184,014299754	5,0	41,0	 
gradient velocity	velocity gradients	velocity gradients|&|velocity gradient	2	12,589115011	50,3684988304	208,114067359	8,0	70,0	 
duct square	square duct	square duct	2	14,1627543874	58,555733501	228,788599649	7,0	64,0	 
blood pressure	blood pressure	blood pressure	2	6,29455750551	33,9103589909	333,881925683	2,0	6,0	 
cross section	cross section	cross section	2	12,589115011	52,0495408898	237,787232796	7,0	65,0	 
flow pattern	flow pattern	flow pattern|&|flow patterns	2	33,046426904	121,693551482	187,652412754	13,0	102,0	 
development length	development length	development length	2	9,44183625827	44,3209563046	223,539203869	4,0	36,0	 
channel wall	channel walls	channel walls|&|channel wall|&|wall of the channel	2	7,86819688189	35,1783928591	202,368798364	5,0	62,0	 
grid system	grid system	grid system	2	6,29455750551	29,547304203	235,088073062	4,0	32,0	 
motion particle	particle motion	particle motion|&|motion of a particle	2	6,29455750551	33,9103589909	423,439610996	2,0	18,0	 
boundary layer	boundary layer	boundary layer|&|boundary layers	2	94,4183625827	238,411064303	196,224079775	45,0	410,0	 
channel heat transfer	heat transfer in a channel	heat transfer in a channel	5	9,92855903949	44,2964352733	209,546673418	4,0	46,0	 
bubble separation	separation bubble	separation bubble	2	11,0154756347	49,2497500028	354,266164571	6,0	66,0	 
flow heat transfer	flow and heat transfer	flow and heat transfer	4	7,94284723159	35,4371482187	273,80301297	4,0	23,0	 
gas velocity	gas velocity	gas velocity	2	7,86819688189	39,1976694392	340,353590349	3,0	20,0	 
flow unsteady	unsteady flow	unsteady flow	2	6,29455750551	31,3581355514	295,762877039	3,0	33,0	 
energy equation	energy equations	energy equations|&|energy equation	2	11,0154756347	47,2413913363	228,90493206	11,0	115,0	 
flow region	flow region	flow region|&|region flow	2	18,8836725165	80,9852422907	192,172392689	6,0	58,0	 
side wall	side walls	side walls|&|side wall	2	7,86819688189	42,3879487386	321,820768589	2,0	13,0	 
bundle tube	tube bundle	tube bundle	2	9,44183625827	47,0372033271	192,150055852	3,0	34,0	 
heat rate transfer	heat transfer rate	heat transfer rate|&|heat transfer rates|&|rate of heat transfer	3	11,9142708474	50,4971296198	189,648890989	5,0	70,0	 
layer shear	shear layer	shear layer	2	31,4727875276	110,640962747	241,037367476	17,0	150,0	 
