stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
city network public transportation	city public transportation network	city public transportation network|&|public transportation network of the city	4	7,94284723159	39,9346927602	833,779620017	2,0	11,0	 
quality service	service quality	service quality|&|quality of service	2	9,44183625827	43,1227037055	322,55019706	4,0	15,0	 
design model network	network design model	network design model|&|network design models	3	7,94284723159	34,429130596	309,988873529	6,0	63,0	 
model network neural	neural network model	neural network model	3	9,92855903949	49,9183659502	471,914758418	2,0	20,0	 
choice model route	route choice model	route choice model	3	33,7571007343	122,925165835	301,985182221	8,0	86,0	 
growth urban	urban growth	urban growth	2	31,4727875276	109,165954549	865,625552	17,0	62,0	 
delay intersection	intersection delays	intersection delays	2	11,0154756347	57,9451668685	201,841772237	2,0	22,0	 
choice model	choice model	choice model|&|choice models	2	11,0154756347	47,8517886373	305,156665451	10,0	103,0	 
congestion pricing	congestion pricing	congestion pricing	2	6,29455750551	33,1115239248	461,749817567	2,0	14,0	 
assignment problem	assignment problem	assignment problem|&|assignment problems	2	9,44183625827	41,0158188319	318,844005271	15,0	134,0	 
guidance route system	route guidance system	route guidance system	3	5,95713542369	27,5356090115	244,97814511	3,0	38,0	 
network transportation urban	urban transportation network	urban transportation network|&|urban transportation networks	3	29,7856771185	96,3863288262	224,206441255	12,0	100,0	 
method solution	solution methods	solution methods	2	9,44183625827	41,0158188319	208,36661029	5,0	49,0	 
system traffic	traffic system	traffic system|&|traffic systems	2	11,0154756347	45,8434299707	375,924867379	9,0	70,0	 
modeling network traffic	network traffic modeling	network traffic modeling|&|traffic network modeling	3	7,94284723159	34,429130596	336,445288333	4,0	15,0	 
measurement traffic	traffic measurements	traffic measurements|&|traffic measurement	2	7,86819688189	35,9355864213	583,620772055	4,0	21,0	 
area urban	urban areas	urban areas|&|urban area	2	15,7363937638	57,4520610837	231,474796914	10,0	80,0	 
efficiency network transportation	transportation network efficiency	transportation network efficiency|&|efficiency of the transportation network	3	13,8999826553	64,2497543603	1046,07232661	3,0	16,0	 
mode transportation	transportation modes	transportation modes	2	6,29455750551	30,5593004854	273,610207494	3,0	28,0	 
measurement performance	performance measurement	performance measurement	2	11,0154756347	57,9451668685	218,08975144	2,0	30,0	 
efficiency network	network efficiency	network efficiency	2	6,29455750551	28,748469137	474,519390098	5,0	37,0	 
demand traffic	traffic demand	traffic demand	2	22,0309512693	82,7540779033	206,43365213	9,0	106,0	 
public transportation	public transportation	public transportation	2	7,86819688189	38,1991256067	282,199110102	3,0	11,0	 
assignment model traffic	traffic assignment model	traffic assignment model|&|traffic assignment models	3	47,6570833896	134,894841653	261,168064995	26,0	312,0	 
series time	time series	time series	2	7,86819688189	35,9355864213	278,888346085	4,0	26,0	 
