stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
density matrix population	matrix on population density	matrix on population density	4	3,9714236158	14,7766418687	14,3176775239	2,0	66,0	 
illness mental	mental illness	mental illness	2	4,72091812914	21,9356300324	14,9673554175	1,0	1,0	 
distance fragmentation habitat inter-patch	Habitat fragmentation and inter-patch distance	Habitat fragmentation and inter-patch distance|&|habitat fragmentation and inter-patch distance	5	7,94284723159	29,5532837374	14,3176775239	2,0	66,0	 
density evolution population	population density on the evolution	population density on the evolution|&|evolution of population density	5	3,9714236158	14,7766418687	293,455444737	2,0	6,0	 
density fragmentation habitat population	habitat fragmentation and population density	habitat fragmentation and population density	5	3,9714236158	14,7766418687	14,3176775239	2,0	66,0	 
animal density population	animal population density	animal population density	3	3,9714236158	14,7766418687	621,652783989	2,0	4,0	 
density model population	population density models	population density models	3	3,9714236158	14,7766418687	29,9347108351	2,0	2,0	 
post-fragmentation scale study time	time scale of post-fragmentation studies	time scale of post-fragmentation studies	5	3,9714236158	14,7766418687	14,3176775239	2,0	66,0	 
density relation	density in relation	density in relation|&|relation between density|&|density or the relation	3	4,72091812914	16,7491713619	354,631693519	3,0	9,0	 
FSD equation transport	FSD transport equation	FSD transport equation	3	7,94284723159	26,332736326	238,108927022	4,0	39,0	 
density gradient population	gradient of population density	gradient of population density	4	3,9714236158	17,5294229508	307,232543363	1,0	6,0	 
body density population size	population density with body size	population density with body size|&|Population density and body size	5	3,9714236158	14,7766418687	647,800861284	2,0	6,0	 
curvature subgrid term	subgrid curvature term	subgrid curvature term	3	5,95713542369	26,2941344262	189,834973055	1,0	9,0	 
density low population	low population density	low population density	3	9,92855903949	36,9416046718	313,890868185	2,0	8,0	 
rate ratio	rate ratios	rate ratios	2	4,72091812914	21,9356300324	334,251637817	1,0	6,0	 
combustion premixed turbulent	turbulent premixed combustion	turbulent premixed combustion	3	3,9714236158	14,7766418687	189,256025137	2,0	21,0	 
FSD transport	FSD transport	FSD transport	2	9,44183625827	37,326677883	189,256025137	2,0	21,0	 
movement pace post-fragmentation response	pace of post-fragmentation movement responses	pace of post-fragmentation movement responses	5	3,9714236158	14,7766418687	14,3176775239	2,0	66,0	 
density low	low densities	low densities	2	4,72091812914	18,6633389415	267,904023464	2,0	5,0	 
density effect negative population	negative effect on population density	negative effect on population density	5	3,9714236158	14,7766418687	14,3176775239	2,0	66,0	 
rate strain	strain rate	strain rate	2	7,86819688189	25,6517464177	238,108927022	4,0	39,0	 
density population	population density	population density|&|Population density|&|population densities	2	247,061382091	136,410212059	456,496466755	65,0	207,0	 
home range size	home range size	home range size	3	3,9714236158	17,5294229508	641,620062112	2,0	5,0	 
density function	density functions	density functions|&|density function|&|function of density	2	4,72091812914	16,7491713619	487,628895141	4,0	7,0	 
density intermediate population	intermediate population densities	intermediate population densities	3	3,9714236158	14,7766418687	387,120904072	2,0	10,0	 
density increase population	increases in population density	increases in population density|&|population density increases	4	7,94284723159	24,0477215732	291,620710097	4,0	15,0	 
curvature term	curvature term	curvature term|&|curvature terms	2	4,72091812914	18,6633389415	227,667462906	3,0	27,0	 
effect mean various	effects of various means	effects of various means	4	3,9714236158	17,5294229508	521,187792208	1,0	5,0	 
age group	age groups	age groups	2	4,72091812914	21,9356300324	334,251637817	1,0	6,0	 
density layer performance population	population density on layer performance	population density on layer performance	5	3,9714236158	17,5294229508	329,244023464	1,0	5,0	 
curvature dependence	curvature dependence	curvature dependence	2	4,72091812914	16,7491713619	203,47946471	3,0	26,0	 
density flame surface transport	flame surface density transport	flame surface density transport|&|transport of flame surface density	4	5,95713542369	22,1649628031	200,971741381	3,0	30,0	 
experiment factorial simulation	factorial simulation experiment	factorial simulation experiment	3	3,9714236158	14,7766418687	14,3176775239	2,0	66,0	 
area urban	urban areas	urban areas|&|urban area	2	9,44183625827	30,7820957012	298,105567747	4,0	17,0	 
flame premixed turbulent	turbulent premixed flames	turbulent premixed flames	3	3,9714236158	14,7766418687	161,263363601	2,0	21,0	 
displacement speed	displacement speed	displacement speed	2	4,72091812914	18,6633389415	174,798745668	2,0	19,0	 
antibiotic resistance	antibiotic resistance	antibiotic resistance	2	4,72091812914	21,9356300324	338,261819939	1,0	6,0	 
importance movement pattern relative	relative importance of movement pattern	relative importance of movement pattern	5	3,9714236158	14,7766418687	14,3176775239	2,0	66,0	 
group size	group size	group size|&|size group	2	7,86819688189	31,1055649025	357,622582471	2,0	8,0	 
heat release	heat release	heat release	2	7,86819688189	31,1055649025	189,256025137	2,0	21,0	 
cover land	land cover	land cover	2	6,29455750551	24,884451922	340,316527237	3,0	15,0	 
density grid population	population density grid	population density grid	3	7,94284723159	29,5532837374	351,110681559	2,0	13,0	 
term transport turbulent	turbulent transport term	turbulent transport term	3	3,9714236158	17,5294229508	132,786384107	1,0	11,0	 
series time	time series	time series	2	4,72091812914	18,6633389415	243,280368131	2,0	7,0	 
