stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
equality gender	gender equality	gender equality	2	4,72091812914	23,2358274411	1697,3059976	2,0	10,0	 
density function	density functions	density functions|&|density function|&|function of density	2	9,44183625827	39,9270727004	2078,35130097	7,0	16,0	 
home-range size	home-range size	home-range size	2	15,7363937638	71,0721995382	501,343357399	3,0	16,0	 
land use	land use	land use	2	12,589115011	53,2360969338	577,536750918	4,0	19,0	 
fish population	fish populations	fish populations|&|fish population	2	6,29455750551	28,4288798153	505,979862194	3,0	19,0	 
animal specie	animal species	animal species	2	6,29455750551	26,6180484669	322,107899449	4,0	26,0	 
density increase population	increases in population density	increases in population density|&|increase in population density|&|population density increase|&|population density increases	4	13,8999826553	49,9105103135	462,926120143	6,0	29,0	 
curvature term	curvature term	curvature term|&|curvature terms	2	9,44183625827	46,4716548821	777,693022069	3,0	28,0	 
growth rate	growth rates	growth rates|&|growth rate	2	15,7363937638	57,7387867719	798,939652336	7,0	32,0	 
age group	age groups	age groups	2	7,86819688189	35,5360997691	694,105260132	3,0	10,0	 
body size	body size	body size|&|Body size|&|body sizes	2	72,3874113134	179,48750801	283,595815341	30,0	332,0	 
pattern similar	similar pattern	similar pattern	2	4,72091812914	23,2358274411	525,016110087	2,0	20,0	 
density flame surface transport	flame surface density transport	flame surface density transport|&|transport of flame surface density	4	7,94284723159	34,0258537719	659,996742603	3,0	33,0	 
series time	time series	time series	2	6,29455750551	28,4288798153	627,255952857	3,0	12,0	 
area urban	urban areas	urban areas|&|urban area	2	12,589115011	48,1316500549	824,271430427	6,0	22,0	 
basic information	basic information	basic information	2	4,72091812914	21,3216598615	271,814097832	3,0	36,0	 
displacement speed	displacement speed	displacement speed	2	4,72091812914	23,2358274411	584,551045807	2,0	21,0	 
density model population	population density model	population density model|&|population density models|&|model of population density	3	11,9142708474	47,6112585288	753,414300773	4,0	8,0	 
FSD equation transport	FSD transport equation	FSD transport equation	3	7,94284723159	34,0258537719	724,100227909	4,0	42,0	 
heat release	heat release	heat release	2	7,86819688189	38,7263790684	520,994833185	2,0	23,0	 
cover land	land cover	land cover	2	9,44183625827	42,6433197229	948,346006695	4,0	19,0	 
density grid population	population density grid	population density grid	3	7,94284723159	37,2464011834	1093,21279733	2,0	13,0	 
body mean size	mean body size	mean body size	3	7,94284723159	34,0258537719	357,032218423	3,0	23,0	 
