stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
allocation model	allocation model	allocation model	2	4,72091812914	21,7894599002	216,272636663	2,0	18,0	 
design network	network design	network design	2	4,72091812914	21,7894599002	886,268402372	4,0	11,0	 
conversion land	land conversion	land conversion	2	4,72091812914	19,8752923206	152,893860031	3,0	24,0	 
land possible spectrum use	spectrum of possible land use	spectrum of possible land use	5	3,9714236158	17,4064588368	158,359928936	2,0	23,0	 
model programming	programming model	programming model	2	7,86819688189	33,125487201	286,025526011	3,0	12,0	 
dynamics model system	system dynamics models	system dynamics models|&|system dynamics model	3	7,94284723159	34,8129176737	162,882905116	2,0	23,0	 
logit model	logit model	logit model|&|logit models	2	9,44183625827	43,5789198004	164,107849601	2,0	14,0	 
land-use suitability	land-use suitability	land-use suitability	2	6,29455750551	29,0526132002	221,191423699	2,0	16,0	 
Urban modeling	Urban modeling	Urban modeling	2	4,72091812914	19,8752923206	152,221249538	3,0	20,0	 
modeling simulation	modeling and simulation	modeling and simulation	3	4,72091812914	21,7894599002	321,682662212	2,0	3,0	 
behavior characteristic modeling	behavior characteristics modeling	behavior characteristics modeling	3	3,9714236158	20,1592399189	320,491562163	1,0	6,0	 
dynamics growth urban	urban growth dynamics	urban growth dynamics|&|dynamics of urban growth	3	5,95713542369	23,6942776967	192,728769027	3,0	26,0	 
actual forecasting result	actual forecasting results	actual forecasting results	3	3,9714236158	17,4064588368	633,84186686	2,0	15,0	 
land urban use	urban land use	urban land use	3	19,857118079	62,1560319938	186,69080909	8,0	70,0	 
support system	support system	support system	2	4,72091812914	21,7894599002	228,802591719	2,0	14,0	 
model simulation	simulation models	simulation models|&|simulation model|&|model on simulation	2	22,0309512693	66,226697981	291,103395262	10,0	46,0	 
network urban	urban network	urban network|&|network and urban	2	4,72091812914	21,7894599002	454,4432826	2,0	6,0	 
model quality shape	quality of shape model	quality of shape model	4	3,9714236158	20,1592399189	364,205607152	1,0	4,0	 
graph gravity model theory	graph theory and the gravity model	graph theory and the gravity model|&|graph theory and gravity model	6	5,95713542369	26,1096882553	425,295539105	2,0	12,0	 
land-use urban	urban land-use	urban land-use	2	6,29455750551	29,0526132002	294,416920984	2,0	14,0	 
environment graphical runtime	graphical runtime environment	graphical runtime environment	3	3,9714236158	17,4064588368	354,678591921	2,0	24,0	 
fitness geographical	geographical fitness	geographical fitness	2	7,86819688189	41,7695849851	226,50073288	1,0	4,0	 
growth modeling tree urban	urban tree growth modeling	urban tree growth modeling	4	3,9714236158	20,1592399189	258,764577434	1,0	6,0	 
region urban	urban region	urban region	2	4,72091812914	21,7894599002	294,589271313	2,0	12,0	 
atmosphere environmental simulation	atmosphere environmental simulation	atmosphere environmental simulation	3	3,9714236158	20,1592399189	364,205607152	1,0	4,0	 
function other several	several other functions	several other functions	3	3,9714236158	17,4064588368	354,678591921	2,0	24,0	 
rule value	rule values	rule values	2	6,29455750551	29,0526132002	148,400548318	2,0	26,0	 
environment modeling	modeling environment	modeling environment|&|environment modeling	2	4,72091812914	21,7894599002	205,984994491	2,0	7,0	 
framework model	model frameworks	model frameworks|&|model framework|&|framework model	2	6,29455750551	24,6895584124	249,83293149	4,0	43,0	 
development recent	recent developments	recent developments	2	6,29455750551	26,5003897608	190,935326624	3,0	18,0	 
planning urban	urban planning	urban planning	2	14,1627543874	47,6258054721	190,071195868	7,0	48,0	 
analysis method	analysis method	analysis method	2	4,72091812914	21,7894599002	315,117441597	2,0	10,0	 
model network	network model	network model	2	4,72091812914	19,8752923206	726,096055416	3,0	8,0	 
dynamics landscape urban	urban landscape dynamics	urban landscape dynamics	3	5,95713542369	26,1096882553	289,627955503	2,0	6,0	 
growth simulation urban	urban growth simulation	urban growth simulation	3	5,95713542369	30,2388598784	146,88757908	1,0	15,0	 
flow forecasting short-term traffic	short-term traffic flow forecasting	short-term traffic flow forecasting	4	3,9714236158	20,1592399189	879,214718118	1,0	3,0	 
chain network supply	supply chain network	supply chain network	3	5,95713542369	30,2388598784	697,97843845	1,0	2,0	 
density population	population density	population density	2	4,72091812914	19,8752923206	148,50363301	3,0	24,0	 
constraint equilibrium user	user equilibrium constraints	user equilibrium constraints	3	5,95713542369	30,2388598784	264,460850747	1,0	4,0	 
green network space	green space network	green space network	3	3,9714236158	17,4064588368	224,998180147	2,0	12,0	 
model urban	urban models	urban models|&|urban model	2	7,86819688189	29,1062106209	255,110010431	5,0	18,0	 
analysis policy	policy analysis	policy analysis	2	6,29455750551	29,0526132002	353,179197072	2,0	7,0	 
dynamic land model urban use	dynamic model of urban land use	dynamic model of urban land use|&|dynamic model for urban land use	6	3,9714236158	17,4064588368	310,592436492	2,0	13,0	 
modeling system	modeling system	modeling system|&|system modeling|&|modeling systems|&|systems modeling	2	22,0309512693	68,5478903672	207,994485749	9,0	39,0	 
green space	green space	green space	2	7,86819688189	36,3157665003	151,161050965	2,0	10,0	 
development graphical integrate	integrated development and a graphical	integrated development and a graphical	5	3,9714236158	17,4064588368	354,678591921	2,0	24,0	 
development sustainable	sustainable development	sustainable development	2	11,0154756347	43,2067272217	233,48241747	4,0	34,0	 
network transportation	transportation network	transportation network|&|transportation networks	2	18,8836725165	60,9795108738	179,327979388	8,0	62,0	 
network road	road network	road network|&|Road network	2	14,1627543874	59,6258769617	221,719504018	3,0	23,0	 
information system	information system	information system|&|information systems	2	12,589115011	44,2746699459	238,994083532	18,0	110,0	 
3D model	3D models	3D models|&|3D model	2	9,44183625827	34,927452745	433,014105667	5,0	12,0	 
model system	system model	system model|&|model system	2	4,72091812914	19,8752923206	208,639164069	3,0	19,0	 
change land urban use	urban land use change	urban land use change|&|land use change and urban	4	11,9142708474	41,302440556	139,876484243	5,0	56,0	 
city different	different cities	different cities	2	4,72091812914	19,8752923206	187,905399835	3,0	9,0	 
modeling urban	urban modeling	urban modeling	2	14,1627543874	45,7346331554	513,451134086	10,0	46,0	 
image satellite	satellite images	satellite images	2	4,72091812914	21,7894599002	161,669387173	2,0	19,0	 
modeling network	network modeling	network modeling	2	7,86819688189	33,125487201	357,303056103	3,0	9,0	 
geographic information system	geographic information system	geographic information system|&|geographic information systems	3	27,7999653106	74,4532740304	247,112817927	11,0	74,0	 
