stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
information land	land information	land information	2	6,29455750551	25,9093554494	334,343585453	5,0	35,0	 
method modeling	modeling methods	modeling methods|&|modeling method	2	14,1627543874	50,3703488052	1021,71902469	7,0	16,0	 
maker policy	policy makers	policy makers	2	7,86819688189	30,630956917	313,371841146	5,0	48,0	 
location logistic park selection	logistics park location selection	logistics park location selection	4	3,9714236158	20,9288461629	4985,33353384	1,0	1,0	 
dynamics landscape urban	urban landscape dynamics	urban landscape dynamics	3	5,95713542369	27,2640976212	339,496731921	2,0	7,0	 
behaviour growth rule type urban	behaviour of each type of urban growth rule	behaviour of each type of urban growth rule	8	3,9714236158	20,9288461629	287,539354375	1,0	10,0	 
land urban	urban land	urban land	2	17,3100331402	59,2523268193	230,173321205	8,0	72,0	 
combinatorial concept important optimization	important concept in combinatorial optimization	important concept in combinatorial optimization	5	3,9714236158	18,1760650808	1658,44685054	2,0	6,0	 
framework library simulation	simulation library and framework	simulation library and framework	4	3,9714236158	18,1760650808	522,3855273	2,0	24,0	 
design network problem	network design problem	network design problem	3	11,9142708474	49,6973741251	1289,89869998	3,0	12,0	 
allocation model	allocation model	allocation model	2	4,72091812914	22,7043076779	265,523523596	2,0	19,0	 
design network	network design	network design	2	4,72091812914	22,7043076779	1289,89869998	4,0	12,0	 
information system	information system	information system|&|information systems	2	17,3100331402	57,2134985687	354,147125788	26,0	202,0	 
model programming	programming model	programming model	2	7,86819688189	34,6502334972	636,321236464	3,0	13,0	 
logit model	logit model	logit model|&|logit models	2	9,44183625827	45,4086153558	269,146521792	2,0	16,0	 
modeling urban year	years of urban modeling	years of urban modeling	4	5,95713542369	27,2640976212	746,538642788	2,0	6,0	 
land-use suitability	land-use suitability	land-use suitability	2	6,29455750551	30,2724102372	334,053723645	2,0	21,0	 
modeling simulation	modeling and simulation	modeling and simulation	3	4,72091812914	22,7043076779	640,839768536	2,0	3,0	 
behavior characteristic modeling	behavior characteristics modeling	behavior characteristics modeling	3	3,9714236158	20,9288461629	1178,29833407	1,0	6,0	 
land planning use	land use planning	land use planning|&|planning of land use	3	21,8428298869	72,6044695348	263,520329409	7,0	49,0	 
dynamics growth urban	urban growth dynamics	urban growth dynamics|&|dynamics of urban growth	3	5,95713542369	24,8486870626	266,775178123	3,0	26,0	 
actual forecasting result	actual forecasting results	actual forecasting results	3	3,9714236158	18,1760650808	786,018447623	2,0	15,0	 
support system	support systems	support systems|&|support system	2	9,44183625827	38,8640331741	428,763160392	4,0	24,0	 
model simulation	simulation models	simulation models|&|simulation model|&|model on simulation	2	23,6045906457	73,2816575182	237,92484473	11,0	55,0	 
network urban	urban network	urban network|&|network and urban	2	4,72091812914	22,7043076779	1583,03791658	2,0	5,0	 
land-use urban	urban land-use	urban land-use	2	6,29455750551	30,2724102372	366,38760526	2,0	14,0	 
environment graphical runtime	graphical runtime environment	graphical runtime environment	3	3,9714236158	18,1760650808	422,444251995	2,0	24,0	 
fitness geographical	geographical fitness	geographical fitness	2	7,86819688189	43,2943312813	678,793458859	1,0	4,0	 
region urban	urban region	urban region	2	4,72091812914	22,7043076779	326,49038048	2,0	13,0	 
planning practice	planning practice	planning practice	2	4,72091812914	22,7043076779	364,774440278	2,0	8,0	 
planning transportation	transportation planning	transportation planning	2	4,72091812914	22,7043076779	297,644152847	2,0	16,0	 
pattern use	use patterns	use patterns|&|use pattern	2	6,29455750551	34,635465025	280,094203274	5,0	50,0	 
framework model	model frameworks	model frameworks|&|model framework|&|framework model	2	7,86819688189	30,630956917	234,142309868	5,0	94,0	 
demand forecasting logistic method urban	forecasting method of urban logistics demand	forecasting method of urban logistics demand	6	3,9714236158	18,1760650808	786,018447623	2,0	15,0	 
development sustainable urban	urban sustainable development	urban sustainable development|&|sustainable urban development	3	3,9714236158	18,1760650808	347,375680349	2,0	13,0	 
development recent	recent developments	recent developments	2	6,29455750551	27,7201867977	232,942577913	3,0	19,0	 
planning urban	urban planning	urban planning	2	15,7363937638	53,8657516539	270,857614629	8,0	56,0	 
analysis method	analysis method	analysis method	2	4,72091812914	22,7043076779	896,937633529	2,0	9,0	 
model network	network model	network model	2	4,72091812914	20,7901400983	1476,05543603	3,0	8,0	 
land-use planning	land-use planning	land-use planning	2	7,86819688189	32,3866943117	416,56774789	5,0	30,0	 
certain connectivity requirement	certain connectivity requirements	certain connectivity requirements	3	3,9714236158	18,1760650808	1658,44685054	2,0	6,0	 
information land system urban	urban land information system	urban land information system	4	5,95713542369	27,2640976212	495,616471508	2,0	12,0	 
land-use planning urban	urban land-use planning	urban land-use planning	3	3,9714236158	18,1760650808	623,542688174	2,0	14,0	 
model other urban	other urban models	other urban models	3	3,9714236158	18,1760650808	314,399461791	2,0	13,0	 
chain design network supply	supply chain network design	supply chain network design	4	3,9714236158	20,9288461629	1242,83654146	1,0	2,0	 
green network space	green space network	green space network	3	3,9714236158	18,1760650808	448,286138725	2,0	14,0	 
model urban	urban models	urban models|&|urban model	2	7,86819688189	30,630956917	500,378806101	5,0	20,0	 
analysis policy	policy analysis	policy analysis	2	6,29455750551	30,2724102372	601,055628238	2,0	7,0	 
communication network simulation support	support for simulation of communication networks	support for simulation of communication networks	6	3,9714236158	18,1760650808	522,3855273	2,0	24,0	 
model simple	simple model	simple model	2	4,72091812914	20,7901400983	340,384504397	3,0	8,0	 
modeling system	modeling system	modeling system|&|system modeling|&|modeling systems|&|systems modeling	2	22,0309512693	72,8171799965	411,04121388	9,0	39,0	 
green space	green space	green space	2	7,86819688189	37,8405127965	275,249363626	2,0	11,0	 
analysis system	system analysis	system analysis|&|analysis system	2	6,29455750551	27,7201867977	230,738603171	3,0	25,0	 
development sustainable	sustainable development	sustainable development	2	12,589115011	49,0095310673	364,212165808	5,0	39,0	 
land management	land management	land management	2	9,44183625827	41,5802801966	275,407506537	3,0	17,0	 
logit spatial standalone	standalone spatial logit	standalone spatial logit	3	3,9714236158	20,9288461629	239,96474454	1,0	15,0	 
network transportation	transportation network	transportation network|&|transportation networks	2	23,6045906457	78,0184071391	435,558526774	9,0	69,0	 
network road	road network	road network|&|Road network	2	15,7363937638	64,7733886234	513,665322163	4,0	31,0	 
analysis least-cost path	least-cost path analysis	least-cost path analysis	3	3,9714236158	18,1760650808	448,286138725	2,0	14,0	 
3D modeling urban	3D urban modeling	3D urban modeling	3	3,9714236158	18,1760650808	820,667672392	2,0	10,0	 
3D model	3D models	3D models|&|3D model	2	9,44183625827	36,7571483005	838,736194538	5,0	12,0	 
area urban	urban areas	urban areas|&|urban area	2	34,6200662803	90,4301958044	230,258609765	18,0	141,0	 
model system	system model	system model|&|model system	2	4,72091812914	20,7901400983	271,109692313	3,0	20,0	 
city different	different cities	different cities	2	4,72091812914	20,7901400983	464,272082743	3,0	10,0	 
land structure	land structure	land structure	2	6,29455750551	30,2724102372	495,616471508	2,0	12,0	 
modeling urban	urban modeling	urban modeling|&|Urban modeling	2	18,8836725165	58,6253260145	586,311430379	13,0	71,0	 
growth model	growth model	growth model|&|growth models	2	4,72091812914	20,7901400983	236,281504828	9,0	111,0	 
image satellite	satellite images	satellite images	2	6,29455750551	27,7201867977	256,992099224	3,0	27,0	 
modeling network	network modeling	network modeling	2	7,86819688189	34,6502334972	418,930545528	3,0	8,0	 
land pattern use	land use patterns	land use patterns|&|land use pattern	3	11,9142708474	46,269851996	258,562359176	4,0	40,0	 
geographic information system	geographic information system	geographic information system|&|geographic information systems	3	35,7428125422	91,5662847731	298,698170756	15,0	139,0	 
regional scale	regional scale	regional scale|&|regional scales	2	6,29455750551	25,9093554494	229,144095375	4,0	29,0	 
