stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
datum genotype subpopulation visual	subpopulation genotype data and visual	subpopulation genotype data and visual	5	15,8856944632	75,1412880991	3984,7987345	8,0	70,0	 
primate specie	primate species	primate species	2	14,1627543874	72,1768065219	802,201162728	11,0	30,0	 
design network	network design	network design	2	44,0619025386	172,134727519	910,126771873	47,0	529,0	 
cue local validity	local cue validity	local cue validity	3	19,857118079	89,4956222769	1781,44800371	10,0	194,0	 
information system	information systems	information systems|&|information system	2	15,7363937638	78,0951491168	1030,26847468	11,0	46,0	 
model primate	primate models	primate models|&|primate model	2	78,6819688189	276,629311285	1966,48766688	42,0	170,0	 
anterior cingulate cortex	anterior cingulate cortex	anterior cingulate cortex	3	31,7713889264	137,400386552	1787,25862287	12,0	200,0	 
ERP-component frontocentral negative	frontocentral negative ERP-component	frontocentral negative ERP-component	3	19,857118079	89,4956222769	1781,44800371	10,0	194,0	 
process response selection	process of response selection	process of response selection	4	19,857118079	89,4956222769	1781,44800371	10,0	194,0	 
freight network transportation	freight transportation network	freight transportation network	3	25,8142535027	125,551606381	1058,00037172	7,0	35,0	 
equilibrium network transportation	transportation network equilibrium	transportation network equilibrium|&|equilibrium of the transportation network	3	15,8856944632	79,7113176046	2204,99526914	14,0	139,0	 
episodic memory	episodic memory	episodic memory|&|Episodic memory	2	33,046426904	145,506510915	1011,63575794	14,0	199,0	 
algorithm genetic method penalty simulation-based	simulation-based genetic algorithm with penalty method	simulation-based genetic algorithm with penalty method	6	29,7856771185	122,166380622	858,878361723	15,0	390,0	 
time travel uncertainty	travel time uncertainty	travel time uncertainty|&|uncertainty of travel time	3	29,7856771185	122,166380622	858,878361723	15,0	390,0	 
design network transportation	transportation network design	transportation network design	3	55,5999306211	204,278052926	827,289265529	23,0	444,0	 
bi-level model	bi-level model	bi-level model	2	23,6045906457	102,304673593	858,878361723	15,0	390,0	 
processing stage subsequent	subsequent processing stages	subsequent processing stages	3	19,857118079	89,4956222769	1781,44800371	10,0	194,0	 
freight system transportation	freight transportation system	freight transportation system|&|freight transportation systems	3	23,8285416948	109,905334173	1118,5488351	9,0	37,0	 
constraint effect time travel	effect of the travel time constraint	effect of the travel time constraint	6	29,7856771185	122,166380622	858,878361723	15,0	390,0	 
allocation budget factor	budget allocation and factors	budget allocation and factors	4	29,7856771185	122,166380622	858,878361723	15,0	390,0	 
demand uncertainty	demand uncertainty	demand uncertainty	2	17,3100331402	94,0404424268	849,755644141	8,0	55,0	 
air system transportation	air transportation system	air transportation system|&|air transportation as a system	3	39,714236158	178,991244554	2113,9466961	10,0	45,0	 
ability human	human ability	human ability	2	15,7363937638	74,5836743275	1076,088284	10,0	193,0	 
allocation budget effect	effect of budget allocation	effect of budget allocation	4	29,7856771185	122,166380622	858,878361723	15,0	390,0	 
response unexpected	unexpected response	unexpected response	2	15,7363937638	74,5836743275	1781,44800371	10,0	194,0	 
display genotype visual	visual genotype displays	visual genotype displays	3	15,8856944632	75,1412880991	3984,7987345	8,0	70,0	 
conflict resolution	conflict resolution	conflict resolution|&|resolution of the conflict|&|resolution of conflict	2	42,4882631622	190,228518771	859,713336021	13,0	18,0	 
immune system	immune system	immune system|&|immune systems	2	15,7363937638	76,2416688891	1277,8102885	9,0	34,0	 
cognitive conflict	cognitive conflict	cognitive conflict	2	14,1627543874	76,9421801674	2608,19086702	5,0	7,0	 
air quality	air quality	air quality	2	45,635541915	226,475932439	1262,43368527	10,0	72,0	 
adjustment expectation response response-cueing task	adjustment of response expectation in a response-cueing task	adjustment of response expectation in a response-cueing task	8	19,857118079	89,4956222769	1781,44800371	10,0	194,0	 
capacity enhancement link optimal	optimal capacity enhancement of each link	optimal capacity enhancement of each link	6	29,7856771185	122,166380622	858,878361723	15,0	390,0	 
freight network	freight network	freight network	2	18,8836725165	96,2357420292	1553,72304718	7,0	33,0	 
experiment scrub-jays	Experiments with scrub-jays	Experiments with scrub-jays	3	15,7363937638	74,5836743275	2228,16310923	10,0	112,0	 
conflict paradigm	conflict paradigm	conflict paradigm|&|conflict paradigms|&|paradigm in conflict	2	66,0928538079	232,36862148	1102,60270896	50,0	375,0	 
non-separable relationship time-flow travel	non-separable travel time-flow relationships	non-separable travel time-flow relationships	4	15,8856944632	75,1412880991	2478,3368506	8,0	120,0	 
non-human primate	non-human primate	non-human primate|&|non-human primates	2	95,9920019591	312,738227403	2651,22620752	68,0	341,0	 
animal nonhuman	nonhuman animals	nonhuman animals	2	14,1627543874	68,6175020002	1006,47368615	9,0	185,0	 
freight transport	freight transport	freight transport	2	14,1627543874	70,2856342052	1350,24061771	8,0	20,0	 
current drive state	current drive states	current drive states	3	15,8856944632	75,1412880991	999,603065621	8,0	181,0	 
model result	model on the results	model on the results|&|model results	4	25,1782300221	107,500019436	851,510293315	16,0	393,0	 
future specific time	specific time in the future	specific time in the future	5	15,8856944632	75,1412880991	2175,04566596	8,0	104,0	 
continuous design network problem	continuous network design problem	continuous network design problem	4	29,7856771185	122,166380622	858,878361723	15,0	390,0	 
area future research	future of this research area	future of this research area	5	15,8856944632	75,1412880991	2478,3368506	8,0	120,0	 
public transportation	public transportation	public transportation	2	34,6200662803	160,784438779	3153,35620494	11,0	33,0	 
error rate	error rates	error rates	2	15,7363937638	74,5836743275	1781,44800371	10,0	194,0	 
nucleotide polymorphism single	single nucleotide polymorphisms	single nucleotide polymorphisms	3	15,8856944632	75,1412880991	3984,7987345	8,0	70,0	 
network optimization problem transportation	transportation network optimization problems	transportation network optimization problems	4	15,8856944632	86,1524124275	818,624157535	4,0	54,0	 
