IRIS;COM;DEP;NBUC10;RFUCQ110;RFUCQ210;RFUCQ310;RFUCIQ10;RFUCD110;RFUCD210;RFUCD310;RFUCD410;RFUCD610;RFUCD710;RFUCD810;RFUCD910;RFUCRD10;RFUCET10;RFUCGI10
915210112;91521;91;329,5;11565;15785;21534;9969;;;;;;;;;;;
915490101;91549;91;1760,5;17797;24805;33587;15790;10475;15982;19127;22019;27936;31685;35911;44122;4,2;16821,84;0,2915
915490102;91549;91;1402,7;22881;30848;41085;18204;16248;20992;24690;27656;34675;38859;45483;60161;3,7;22694,52;0,2981
915490103;91549;91;1515,6;20446;28086;38109;17663;14964;18967;22258;25242;31151;35804;41003;49181;3,3;15741,15;0,2662
915490104;91549;91;1552,4;19585;26676;36230;16645;13753;17723;21187;24007;29960;33311;38847;47758;3,5;19775,17;0,2925
915490105;91549;91;1370,4;20761;28298;37291;16530;13295;18849;22399;24915;31729;35298;40439;48835;3,7;16201,01;0,2696
915490106;91549;91;1912,5;17830;25684;35389;17559;11708;15888;19895;22911;29325;33250;38484;46530;4,0;18731,86;0,3053
915490107;91549;91;1485,2;17848;24356;32563;14715;10905;16070;19350;21831;27415;30618;35262;42264;3,9;16928,61;0,2893
915490108;91549;91;1331,2;8726;14788;23172;14446;4680;7800;9826;12278;17526;21370;25510;30680;6,6;14931,99;0,3790
915490109;91549;91;1391,6;13559;19947;27444;13885;8338;12143;15230;17645;22687;25651;29412;35180;4,2;13083,01;0,3078
915490110;91549;91;1347,2;12413;18656;26632;14219;7606;10472;13355;16179;21384;25008;28689;35716;4,7;11321,22;0,3059
915490111;91549;91;;;;;;;;;;;;;;;;
915490112;91549;91;1675,0;11629;18881;27858;16229;6617;9818;13245;15684;21830;25810;29452;36730;5,6;23652,21;0,3579
915490113;91549;91;3200,5;10600;17025;25132;14532;5822;9314;12090;14630;20214;23390;27021;31798;5,5;10910,01;0,3199
915490114;91549;91;1350,7;7519;12851;19125;11606;4071;6660;8568;10365;14921;18055;20980;26436;6,5;9446,73;0,3527
915490115;91549;91;1466,4;7696;13494;20337;12641;3662;6410;8675;11022;16098;18968;22385;27939;7,6;9692,51;0,3612
915700101;91570;91;1758,2;17547;23793;31943;14396;11527;15728;19111;21471;27103;30495;33868;40367;3,5;20622,88;0,2937
915700102;91570;91;1899,4;18380;25260;33873;15493;12445;16634;19612;22579;28603;31811;36450;44213;3,6;21844,83;0,2918
915700103;91570;91;1410,8;19061;26425;35913;16852;13119;17506;20512;23411;29902;33460;38339;47174;3,6;14685,67;0,2746
915700104;91570;91;1687,6;11898;18890;26460;14562;6550;10362;13442;16340;21768;24779;28790;36093;5,5;14087,76;0,3273
915700105;91570;91;2151,1;11694;18322;24269;12575;6496;10396;13208;15752;20696;22942;25842;30910;4,8;9753,21;0,2911
915700106;91570;91;1222,0;8780;15698;22253;13473;4902;7550;10091;12606;18052;20738;24550;29347;6,0;10230,09;0,3409
915700107;91570;91;1993,1;14621;22146;30102;15481;8087;12646;16283;19142;24746;27719;32392;39405;4,9;19680,77;0,3216
915700108;91570;91;1485,6;15563;23976;31710;16147;8167;13298;17065;20526;26753;29758;34060;40814;5,0;14082,71;0,3012
915890101;91589;91;1577,1;13323;20865;28509;15186;8118;11581;15037;18105;23650;26715;30083;36445;4,5;14638,16;0,3119
915890102;91589;91;1210,2;9094;14911;22167;13073;5043;7775;10404;12728;17823;20616;23887;29553;5,9;10669,78;0,3462
915890103;91589;91;1556,5;6129;10593;16046;9917;2779;4779;7252;8691;12206;14654;17933;22663;8,2;9445,50;0,3841
915890104;91589;91;2129,3;16131;25171;35302;19171;8829;14032;18499;22263;28930;33229;37126;46042;5,2;18187,88;0,3264
915890105;91589;91;1723,7;11661;19392;28033;16372;6611;10133;13240;16258;22805;26123;30429;38206;5,8;14716,83;0,3416
915890106;91589;91;1750,8;17121;25376;34523;17402;9577;15198;19282;22576;29015;32510;37189;46864;4,9;16705,42;0,3097
915890107;91589;91;1504,4;19177;26438;34144;14967;11544;17366;20743;23629;29765;32653;37514;44618;3,9;18635,90;0,2886
915890108;91589;91;1497,3;22573;30162;39382;16809;15124;20739;24469;27491;33741;37470;42025;49691;3,3;17967,37;0,2666
915890109;91589;91;1762,8;18466;25155;33158;14692;11085;16593;19890;22654;27805;31479;35354;44302;4,0;15038,53;0,2815
915890110;91589;91;1527,3;15543;23724;31392;15849;10163;13963;17649;20816;26480;29367;34379;40146;4,0;16052,13;0,2966
915890111;91589;91;1601,6;18366;25979;34003;15637;11256;16384;19772;22920;28642;31951;37040;44987;4,0;15421,98;0,2910
915890112;91589;91;1784,9;19350;27271;36986;17636;11354;17671;20787;23998;30507;34532;39593;47542;4,2;15398,41;0,2838
915890113;91589;91;758,6;23505;31434;41761;18256;;;;;;;;;;;
915890114;91589;91;1411,3;19722;26511;35555;15833;13558;17755;21414;24039;30071;33469;38076;46037;3,4;29601,04;0,2981
915890115;91589;91;1548,0;17461;24579;32409;14948;11749;15603;19250;21803;27641;30018;35674;42762;3,6;13088,42;0,2683
915890116;91589;91;1438,5;18195;23600;31073;12878;12805;16580;19471;21128;26723;29099;33119;38925;3,0;16268,51;0,2676
916450101;91645;91;1542,2;17071;28084;44216;27145;8801;14836;19403;23371;33192;39937;50229;62383;7,1;36707,92;0,4077
916450102;91645;91;1736,7;23482;33989;47474;23992;14266;20795;24988;29306;39185;44286;52345;66665;4,7;35233,53;0,3477
916450103;91645;91;1436,7;26024;39399;58031;32007;17666;24138;28754;33486;44383;53097;63787;85280;4,8;45620,58;0,3788
916450104;91645;91;1341,5;20678;28546;40833;20155;13677;18843;22243;25555;32339;38239;45315;60817;4,4;23799,48;0,3250
916450105;91645;91;1160,7;26401;37226;49532;23131;17902;23892;28725;33528;42010;46781;51913;63861;3,6;29061,22;0,2838
916450106;91645;91;1467,1;25035;35684;51651;26616;16228;21926;27333;32177;41760;48996;55713;74032;4,6;42732,92;0,3503
916450107;91645;91;1137,5;13596;24777;40477;26881;6599;11171;16056;20188;28961;35672;46790;64323;9,7;35660,21;0,4398
916450108;91645;91;390,9;31815;41931;57910;26095;;;;;;;;;;;
916450109;91645;91;357,6;33363;44139;57095;23732;;;;;;;;;;;
916570101;91657;91;1526,6;13707;20734;29243;15536;7491;12379;15321;17953;23390;26354;31560;36707;4,9;15247,71;0,3185
916570102;91657;91;1607,4;11345;18053;25728;14383;5545;9680;12950;15570;21163;24121;27566;33709;6,1;11610,41;0,3263
916570103;91657;91;1143,3;6604;10275;15492;8888;2220;4689;7461;8617;11576;14170;16826;21447;9,7;7566,65;0,3686
916570104;91657;91;1514,0;8345;13426;19046;10701;4771;7205;9334;11524;15433;17891;20958;25866;5,4;11347,19;0,3366
916570105;91657;91;2116,8;8046;12235;18858;10812;5000;7340;9064;10500;14650;17414;20398;25208;5,0;8290,32;0,3242
916570106;91657;91;2807,7;14269;21343;28008;13739;7989;12771;15728;18548;23862;26480;30135;36336;4,5;11942,21;0,2886
916570107;91657;91;2066,1;15568;21952;29299;13731;9404;14053;17208;19681;24686;27672;31074;37095;3,9;12342,47;0,2782
916570108;91657;91;992,6;7196;11830;18641;11445;4279;6380;8115;9800;14033;17100;20382;24871;5,8;18536,45;0,3919
916570109;91657;91;2419,7;16914;23359;30305;13391;11280;15088;18227;20959;25947;28793;32772;39270;3,5;12322,81;0,2662
916570110;91657;91;1845,9;11216;18357;26964;15748;6101;9917;12909;16034;21505;25102;29551;36075;5,9;13802,84;0,3397
916870101;91687;91;1727,0;13927;21379;30560;16633;8695;12467;15878;18879;24951;28467;32952;40779;4,7;14466,51;0,3160
916870102;91687;91;1918,1;13444;20816;28497;15053;7635;11827;15115;18077;23694;26615;30758;37293;4,9;15766,23;0,3128
916870103;91687;91;1062,7;15950;23195;29755;13805;10400;14820;17107;20305;26006;28360;32077;38407;3,7;11198,77;0,2608
916870104;91687;91;2114,2;12717;17901;22895;10178;9160;11581;13714;15845;19531;21624;24265;28632;3,1;7915,02;0,2424
916870105;91687;91;1932,7;16512;25146;33919;17407;9591;14410;18162;21861;28113;32075;37076;45261;4,7;17371,43;0,3154
916870106;91687;91;1645,4;16706;24049;32873;16167;9712;14400;18457;21680;27034;30954;35463;41213;4,2;14761,70;0,2964
916870107;91687;91;2082,1;17191;24516;31845;14654;11116;15671;18424;21615;27146;30283;34187;41262;3,7;14917,62;0,2830
916870108;91687;91;1924,7;17051;23797;31921;14870;10022;15066;18577;21134;26851;29952;34231;41379;4,1;16415,93;0,3023
916870109;91687;91;2025,1;9695;15478;22250;12555;5598;8711;10770;13218;18071;20735;23522;28730;5,1;9721,02;0,3177
916870110;91687;91;630,4;6108;9723;13903;7795;;;;;;;;;;;
916870111;91687;91;2455,1;7407;13723;20072;12665;3918;6292;8586;11258;16062;18660;22077;27680;7,1;10259,36;0,3609
916870112;91687;91;1590,3;16482;23439;30590;14108;10127;15003;17753;20117;25676;28477;32620;39135;3,9;14975,54;0,2937
916910101;91691;91;2780,7;19703;27833;37347;17644;13324;18044;21062;24357;31079;35155;39700;46939;3,5;20211,13;0,2790
916910102;91691;91;2776,0;18538;25346;33202;14664;11838;17149;19908;22628;28091;31164;35149;41845;3,5;15223,15;0,2654
916910103;91691;91;2304,3;20330;27756;37479;17149;13907;18605;21974;25061;30875;34659;40823;49965;3,6;19727,49;0,2901
916910104;91691;91;3036,4;18311;25219;32789;14478;11739;16591;19962;22807;27864;31035;34911;41893;3,6;13358,21;0,2635
916910105;91691;91;3039,5;13746;21034;28881;15135;8083;12231;15384;18269;23869;27242;31339;37789;4,7;13388,63;0,3057
916910106;91691;91;3006,4;18761;27189;37527;18766;11254;17004;20640;24278;30355;34810;40067;50644;4,5;19687,23;0,3135
916910107;91691;91;2414,8;18215;26025;35251;17036;11363;16526;20020;23047;29465;33326;37746;46915;4,1;33100,35;0,3215
916920101;91692;91;2881,8;14032;21064;28472;14440;8037;12509;15357;18152;23606;26539;30970;37221;4,6;11854,85;0,2919
916920102;91692;91;2260,9;10924;17726;24321;13397;6267;9642;12125;15383;20111;22765;26369;31406;5,0;10387,28;0,3055
916920103;91692;91;1656,0;11634;18088;26643;15009;6298;9966;12706;15495;21225;24081;28413;34775;5,5;11832,70;0,3240
916920104;91692;91;2115,8;10877;17320;24918;14041;6684;9542;12087;14637;20225;23244;27055;33698;5,0;13439,41;0,3427
916920105;91692;91;2297,6;6381;10728;16241;9860;3196;5430;7138;8871;12718;14919;17465;21128;6,6;7258,37;0,3459
916920106;91692;91;1568,0;8534;13607;19515;10981;5468;7846;9343;11356;15558;17981;20890;25307;4,6;8436,13;0,3170
916920107;91692;91;2128,7;9739;15248;22213;12474;6270;8683;11040;13376;17796;20614;23692;28679;4,6;9697,90;0,3137
916920108;91692;91;963,3;22770;29425;38746;15976;;;;;;;;;;;
920020101;92002;92;937,5;28629;40534;58475;29846;;;;;;;;;;;
920020102;92002;92;995,2;24850;35096;47210;22360;;;;;;;;;;;
920020103;92002;92;1491,9;18376;27642;38024;19648;10766;16406;20407;24319;31765;35675;41095;48693;4,5;20975,31;0,3183
920020104;92002;92;1666,3;20917;30369;42662;21745;11975;18570;22963;26215;35199;40159;46325;59487;5,0;27387,49;0,3272
920020105;92002;92;1797,6;22878;33221;45167;22289;15405;20838;25240;29492;37814;42234;49985;62276;4,0;24297,51;0,3104
920020106;92002;92;1535,9;21256;30548;41802;20546;13243;19266;23340;26584;34419;39249;45174;54360;4,1;21188,06;0,3017
920020107;92002;92;1926,6;24895;35223;47379;22484;16847;22759;27197;30890;39224;44266;51566;63994;3,8;51789,45;0,3399
920020201;92002;92;1592,6;26379;35839;46301;19922;17157;23788;28227;31933;39769;43603;49261;62964;3,7;26999,74;0,2877
920020202;92002;92;1398,9;11881;18396;25941;14060;7439;10702;12982;15779;20537;24089;28685;34915;4,7;14066,23;0,3318
920020203;92002;92;1956,8;22576;30582;42252;19676;16078;20271;24147;27766;34820;39579;44923;53283;3,3;26193,14;0,2865
920020204;92002;92;1805,2;19777;27047;36574;16797;13218;17895;21373;24563;30126;34174;39866;48021;3,6;23474,70;0,2813
920020205;92002;92;1692,1;15878;23732;35343;19465;10179;14019;18025;20727;27330;32735;38094;45600;4,5;15795,68;0,3111
920020301;92002;92;1502,9;18244;26760;37515;19271;11356;16166;19817;23204;30283;35008;41038;50775;4,5;18387,29;0,3148
920020302;92002;92;1191,5;13717;20365;27102;13385;6939;11758;15362;17946;22688;25268;28880;33483;4,8;10812,08;0,2850
920020303;92002;92;1362,3;22558;30376;40433;17875;15019;20366;24231;27120;34052;38087;43947;52995;3,5;17985,00;0,2749
920020304;92002;92;1875,1;22575;31384;42336;19761;15642;20712;24643;28216;35360;39397;45630;56448;3,6;17962,90;0,2742
920020305;92002;92;1156,9;16344;26948;35708;19364;7362;13500;18235;22484;29573;33351;38176;47536;6,5;15272,84;0,3170
920020306;92002;92;1154,2;6401;12052;17691;11290;3178;5811;7704;9552;13773;16445;19078;23965;7,5;8842,82;0,3643
920020307;92002;92;1261,8;9155;14785;20629;11474;5383;8155;10647;12752;17012;19100;22853;28440;5,3;10377,53;0,3305
920020308;92002;92;1433,8;15838;26206;37076;21238;8962;13735;17983;22335;30173;34783;39839;51575;5,8;17981,57;0,3329
920020401;92002;92;1822,1;20654;29819;42207;21553;13120;18568;22501;25855;34277;38968;45992;59926;4,6;26931,07;0,3336
920020402;92002;92;1906,2;16150;26458;39987;23837;9374;14267;18178;21949;30647;36810;43599;57894;6,2;31265,71;0,3813
920020403;92002;92;1503,9;24890;35259;48684;23794;16046;22136;26685;31121;40968;45999;53175;69153;4,3;33616,65;0,3173
920020404;92002;92;1420,9;25599;36643;50125;24526;17725;23968;27440;31364;41481;46752;53430;67834;3,8;28822,00;0,3002
920020405;92002;92;1405,4;26206;34753;45445;19239;19042;23468;27623;30924;38916;43069;48651;63007;3,3;25933,29;0,2803
920020406;92002;92;1214,7;18985;29167;43043;24058;12190;16676;21232;25267;33453;39536;47841;62356;5,1;23581,67;0,3430
920020407;92002;92;1267,0;24913;33554;46669;21756;16668;22108;26490;30213;39069;44396;49898;66037;4,0;29262,36;0,3102
920040101;92004;92;1686,2;21205;33475;49781;28576;10546;18130;23623;27813;39293;45303;56584;71983;6,8;33301,90;0,3844
920040102;92004;92;1594,2;18997;28893;42085;23088;11818;16684;20505;24100;32906;39017;45309;60325;5,1;51291,16;0,4117
920040103;92004;92;2066,1;22283;33011;45886;23604;13243;19808;24571;29293;38218;43717;50923;65718;5,0;23412,67;0,3267
920040104;92004;92;1529,9;20122;31551;45983;25861;10964;17643;22688;27068;36802;42770;50393;65051;5,9;25241,04;0,3476
920040105;92004;92;1341,1;21652;31692;45479;23827;13419;19130;23780;27670;36874;42580;49308;60647;4,5;26951,83;0,3328
920040201;92004;92;2152,2;19761;32295;49657;29896;11367;17717;22756;26782;38064;44912;55252;73356;6,5;43723,57;0,4191
920040202;92004;92;2171,7;14616;26876;41152;26536;6917;11954;17226;22200;32055;37303;45198;57856;8,4;29376,02;0,4081
920040203;92004;92;1958,7;20436;32348;48310;27874;11167;17830;23570;27670;37635;44211;53912;72772;6,5;37137,36;0,3951
920040301;92004;92;2210,8;16422;28521;41409;24987;8174;13886;19478;23822;32521;37795;45098;59637;7,3;22574,60;0,3647
920040302;92004;92;2622,5;12914;24503;36520;23606;6027;10306;15444;19527;28401;33396;40448;50227;8,3;18505,85;0,3735
920040303;92004;92;1714,8;18932;29536;41854;22922;10845;16960;21589;25478;33422;39453;45040;58074;5,4;66255,88;0,3784
920040304;92004;92;1414,9;14056;25849;39621;25565;6586;11856;16370;21071;29965;35410;42524;53537;8,1;24373,82;0,3902
920040305;92004;92;1849,3;19833;31468;45471;25638;10853;17093;22391;27053;36206;41617;49534;62766;5,8;31863,22;0,3669
920040401;92004;92;1914,9;20238;31877;44506;24268;10759;17772;22895;27028;35963;40880;48271;61694;5,7;36161,81;0,3675
920040402;92004;92;1747,9;17984;28518;40163;22179;10483;16087;19966;23773;32846;37573;42820;52932;5,0;30887,90;0,3575
920040403;92004;92;1656,0;20958;32086;47176;26218;11652;18852;23209;27835;36971;43144;51393;67545;5,8;69210,10;0,4058
920040404;92004;92;1763,0;20254;31133;44317;24063;11145;17967;22943;26926;35762;41450;47629;59795;5,4;123429,15;0,4032
920040501;92004;92;2133,4;8237;15883;27717;19480;3594;6879;9899;12486;20426;24285;31383;39565;11,0;17932,27;0,4343
920040502;92004;92;2274,5;9503;16729;26639;17136;4859;7896;10890;13857;19746;23890;29289;40597;8,4;18678,20;0,4113
920040503;92004;92;1790,4;10347;18465;29077;18730;5026;8953;11552;15258;21896;26656;32341;41965;8,3;16417,95;0,3949
920040504;92004;92;1644,4;10189;18116;28274;18086;4858;8344;11907;14765;21578;25653;31752;39329;8,1;16931,03;0,3947
920040601;92004;92;1492,2;7512;13055;19680;12168;4064;6755;8854;11068;15565;18303;21545;27654;6,8;9375,21;0,3523
920040602;92004;92;1939,9;7438;14083;23470;16032;3629;6527;8773;10989;17429;20946;26531;36111;10,0;14615,98;0,4199
920040603;92004;92;2030,3;10891;20139;33277;22386;5187;8976;12839;16400;24656;29876;36377;47775;9,2;18894,75;0,4007
920040604;92004;92;3632,2;11556;21978;33982;22426;5394;9711;13516;17609;26042;31060;37277;47944;8,9;20228,45;0,3968
920040701;92004;92;629,0;7867;13915;19450;11583;;;;;;;;;;;
920040702;92004;92;1642,6;7578;11973;16596;9018;4134;6555;8428;10311;13679;15620;17989;23313;5,6;7921,18;0,3266
920040703;92004;92;1539,5;8242;14056;21995;13753;4055;6924;9247;11721;16582;19824;23785;29135;7,2;11131,71;0,3663
920040704;92004;92;1675,2;7828;14329;21758;13930;4054;6976;8870;11629;16992;20114;23887;30394;7,5;10880,64;0,3641
920040705;92004;92;1172,6;8148;12199;18175;10027;4520;6672;8694;10604;14240;16765;19983;24883;5,5;8166,79;0,3311
920040706;92004;92;1133,6;8986;14418;25140;16154;5504;7849;9741;11591;17836;22759;27259;33456;6,1;12923,63;0,3797
920040707;92004;92;1778,3;11862;19798;29228;17366;7343;9802;13000;16311;23230;26978;32726;41369;5,6;15592,87;0,3569
920070101;92007;92;1796,8;12041;20581;28905;16864;6054;9981;13973;17650;23010;26521;30894;37614;6,2;15340,53;0,3454
920070102;92007;92;903,1;14223;21489;32570;18347;;;;;;;;;;;
920070103;92007;92;1408,5;9762;15734;22357;12595;5722;8635;10961;13374;18194;20647;24274;29668;5,2;10026,84;0,3255
920070104;92007;92;1720,5;11027;17456;24821;13794;6186;9845;12520;15002;20306;22973;27043;33488;5,4;13098,90;0,3351
920070105;92007;92;1692,1;10126;16692;24363;14237;5540;8950;11208;13613;19193;22342;26217;32106;5,8;11246,11;0,3302
920070106;92007;92;1645,1;11173;17011;26195;15022;5986;9832;12253;14372;20913;24270;28894;36316;6,1;13480,61;0,3508
920070107;92007;92;1826,7;9486;14457;19949;10463;5556;7992;10106;12437;16644;18806;21249;25597;4,6;8187,61;0,3006
920070108;92007;92;2160,4;11117;18951;27016;15899;6038;9657;12567;16360;21540;25081;29623;36834;6,1;14580,15;0,3526
920070109;92007;92;1989,3;14090;21699;29992;15903;8469;12670;15950;18801;24661;27765;32285;41848;4,9;17026,60;0,3241
920070110;92007;92;1568,9;10141;16897;25463;15322;5961;8769;11652;14030;19872;23676;27698;35612;6,0;14017,63;0,3641
920070111;92007;92;1690,9;13944;21424;30211;16267;8807;12721;15300;18683;24401;28314;33007;42421;4,8;17710,01;0,3309
920070112;92007;92;1431,2;9815;16144;23784;13969;5828;8650;11263;13213;18833;22077;26412;35311;6,1;14270,15;0,3665
920070113;92007;92;914,3;9666;14764;21493;11827;;;;;;;;;;;
920070114;92007;92;1437,9;8324;13415;20837;12513;4153;7339;9401;11221;15606;18862;22750;28539;6,9;10749,36;0,3648
920070115;92007;92;1185,7;8584;15465;24912;16328;4189;7311;9844;12916;19412;22781;28027;36486;8,7;13581,02;0,3871
920070116;92007;92;1562,6;9120;14434;21428;12308;5481;8269;10176;12395;17183;20029;23097;28489;5,2;10085,88;0,3313
920070117;92007;92;640,3;12333;22086;33068;20735;;;;;;;;;;;
920090101;92009;92;1294,6;8387;13248;23282;14895;4292;6898;9476;11258;16809;20644;25788;33406;7,8;17420,66;0,4079
920090102;92009;92;1335,5;11165;19296;32017;20852;7024;9802;12692;15689;23569;29079;36372;49222;7,0;19354,14;0,4002
920090103;92009;92;1937,7;14797;25007;38349;23552;6119;11929;17515;21423;29317;35118;42090;54439;8,9;26218,31;0,3914
920090104;92009;92;1463,8;16673;28050;42029;25356;8777;14434;19509;24099;32864;37257;46253;58167;6,6;27618,56;0,3768
920090105;92009;92;1563,9;16974;27118;40531;23557;9995;15011;19267;22947;31941;37237;44809;55407;5,5;20780,50;0,3454
920090106;92009;92;1594,8;15625;28308;45802;30177;6895;12860;18551;23336;34703;42223;50701;69989;10,2;31250,40;0,4205
920090107;92009;92;1451,4;19721;28884;41592;21871;10367;16857;21557;25161;33213;38366;45640;61740;6,0;35123,85;0,3909
920090108;92009;92;1883,2;16588;26189;38446;21858;8713;14263;18470;22384;30616;35446;41747;51324;5,9;20534,06;0,3478
920090109;92009;92;1359,6;22596;33304;51411;28815;12696;19746;24413;28707;38879;47578;56170;73306;5,8;32087,17;0,3708
920090110;92009;92;1421,6;16656;26293;40870;24214;9783;14991;18426;22210;31118;37114;45029;58095;5,9;37996,03;0,4086
920090111;92009;92;1491,5;20274;31218;44144;23870;12062;18422;22605;26967;36391;40891;48548;60748;5,0;21464,61;0,3257
920090112;92009;92;2253,2;18109;28622;43507;25398;10738;15950;19965;24632;34877;40073;48464;61545;5,7;26660,74;0,3672
920120101;92012;92;1757,7;23691;39761;62208;38517;14182;20662;27863;33505;47701;55958;67871;96460;6,8;55767,63;0,4281
920120102;92012;92;1636,5;25421;42099;65079;39658;14021;22105;29174;36640;49799;57895;73827;102486;7,3;58037,58;0,4271
920120103;92012;92;1620,0;22513;36977;56528;34015;12182;19319;25169;31088;44194;50928;63365;88511;7,3;51816,58;0,4235
920120105;92012;92;2031,7;20079;33107;50850;30771;10257;16894;22586;27686;39093;45538;56618;76385;7,4;47554,34;0,4261
920120106;92012;92;1540,2;18690;29541;43640;24950;10328;15783;20609;24487;34151;40079;48059;63352;6,1;31076,78;0,3841
920120107;92012;92;1691,4;17484;31019;49500;32016;9109;14542;19712;24688;37297;44598;53542;74377;8,2;48875,22;0,4325
920120201;92012;92;1755,2;20090;33712;49728;29638;9724;17009;23494;28395;38097;46083;54807;70546;7,3;34643,43;0,3797
920120202;92012;92;1722,5;21367;33125;44862;23495;13297;19065;23642;28697;36935;41940;49477;61404;4,6;25660,07;0,3277
920120203;92012;92;2055,6;19496;32486;49332;29836;10180;16496;22178;26779;38133;44696;54038;71823;7,1;34542,38;0,3872
920120204;92012;92;1983,3;17494;28872;44070;26576;9802;14965;19489;24257;33729;40019;49405;66488;6,8;154965,42;0,4743
920120205;92012;92;2127,5;19013;30239;46616;27603;9703;16357;21355;25726;35001;41503;51747;66583;6,9;25609,68;0,3662
920120206;92012;92;2215,0;20490;33958;49740;29250;10357;17794;23199;28433;39680;46168;56928;74034;7,1;31280,22;0,3828
920120207;92012;92;1683,9;19703;28622;40378;20675;10115;17207;21528;24754;32561;37292;43807;53977;5,3;20022,83;0,3259
920120208;92012;92;2014,6;20800;33670;52716;31916;10260;17331;23203;28018;39157;46931;56856;72342;7,1;27330,60;0,3644
920120301;92012;92;2127,2;14074;24380;37801;23727;7882;11750;15946;20286;28750;33667;41307;55832;7,1;24571,00;0,3939
920120302;92012;92;2332,6;16590;28993;46030;29440;9153;14039;19057;24107;34168;41845;50121;66257;7,2;39692,96;0,4099
920120303;92012;92;2966,2;16760;27127;42600;25840;9212;14364;18618;22541;32646;38450;47591;62137;6,7;27530,00;0,3842
920120304;92012;92;1367,7;10919;16784;22982;12063;7053;9843;12043;14445;18685;21489;24714;29153;4,1;9431,40;0,2884
920120305;92012;92;1328,7;16426;28030;40546;24120;7873;13458;18483;23294;31422;37078;43591;52775;6,7;29047,30;0,3678
920120401;92012;92;2084,2;19585;32740;49076;29491;11384;17357;22516;27332;38450;44737;53561;75223;6,6;33473,15;0,3883
920120402;92012;92;1572,5;8863;13664;21132;12269;5293;8054;9807;11805;16021;18808;23451;28803;5,4;10089,35;0,3411
920120403;92012;92;1660,4;19807;30882;45600;25793;12456;17501;21999;26139;35655;41889;49893;63639;5,1;22380,95;0,3340
920120404;92012;92;1651,4;17637;27294;39267;21630;11117;15921;20066;23671;31137;36222;43150;53012;4,8;27859,15;0,3530
920120405;92012;92;2244,5;11785;24352;39754;27969;6459;10163;13440;19322;29520;36089;44324;58372;9,0;27186,60;0,4258
920120406;92012;92;1696,3;17588;29599;43387;25799;8923;14444;20420;24997;34537;40157;47911;62232;7,0;26896,14;0,3745
920120501;92012;92;1829,4;18968;31788;47908;28940;11001;16443;22174;26994;36825;44371;53852;72853;6,6;32374,68;0,3843
920120502;92012;92;1889,3;20687;34082;53218;32531;10996;17593;23277;28595;40414;47486;58777;80732;7,3;58361,46;0,4384
920120503;92012;92;1865,0;17619;28371;41417;23798;9408;14964;19400;23822;33047;38445;46297;59169;6,3;25246,01;0,3705
920120504;92012;92;1994,8;16305;26900;40816;24511;8230;13388;18178;22604;32334;38043;45446;61652;7,5;44880,59;0,4215
920120505;92012;92;1721,8;16652;27840;40583;23931;8947;14513;18856;23154;32138;37532;44377;58978;6,6;28274,85;0,3886
920120506;92012;92;2073,9;18436;29314;44606;26170;9323;15579;20772;25216;35022;41244;50201;66712;7,2;29474,76;0,3803
920120601;92012;92;2689,6;21899;35187;52621;30722;12435;18594;24385;29959;41225;48201;57958;75810;6,1;42143,84;0,3871
920120602;92012;92;2104,5;20900;33928;52580;31680;12259;17949;23081;28636;40544;48655;56758;78104;6,4;63857,70;0,4370
920120603;92012;92;2724,1;23396;36758;56138;32742;12967;20179;26608;31892;42507;51070;61538;84267;6,5;85995,99;0,4227
920120604;92012;92;1911,3;19271;32148;48365;29094;10014;16365;22011;27305;37486;44629;52953;72083;7,2;37911,91;0,3909
920120701;92012;92;1562,0;16458;29041;53827;37369;7655;13723;19226;24000;35685;47373;66807;101593;13,3;104327,36;0,5529
920120702;92012;92;1623,6;22783;37749;60879;38096;12753;19825;25791;31106;46130;53930;69605;101404;8,0;129796,02;0,4710
920120703;92012;92;1396,2;29358;53276;86134;56776;14356;25791;33207;44171;64451;78647;97353;160935;11,2;122051,99;0,5173
920120704;92012;92;1628,9;22088;39812;68832;46744;12462;19932;24735;31969;47626;60821;77407;113082;9,1;156468,17;0,5852
920120705;92012;92;1558,7;22443;36220;57322;34879;12276;19935;24831;30480;45082;52587;65875;91172;7,4;92619,54;0,4697
920120706;92012;92;1545,6;21196;34670;53381;32185;12459;18444;24055;29297;40001;47378;59067;83081;6,7;38720,10;0,4032
920120707;92012;92;1597,7;19151;33573;52588;33437;10393;16441;21774;27774;40391;48643;58683;83344;8,0;109241,59;0,4917
920140101;92014;92;1348,8;10798;17482;27054;16256;4992;8828;12334;14653;20879;24654;29893;39858;8,0;15428,87;0,3800
920140102;92014;92;1290,2;27245;39407;54965;27720;17785;24959;30250;34975;45788;51371;59727;79088;4,4;36030,04;0,3323
920140103;92014;92;1507,4;21106;31485;41381;20276;13634;19164;23088;27384;35183;39484;44525;54418;4,0;29183,70;0,3087
920140104;92014;92;2145,1;19152;28309;40391;21239;11804;17021;21169;24358;33129;37363;43905;55496;4,7;25847,82;0,3318
920140105;92014;92;1851,1;18551;30111;42865;24314;11836;16996;21073;25855;34471;39901;46525;58230;4,9;21817,59;0,3289
920140106;92014;92;1725,4;22116;34882;49917;27801;14974;20179;24643;29706;39027;45750;54333;72739;4,9;34263,35;0,3557
