IRIS;COM;DEP;NBUC10;RFUCQ110;RFUCQ210;RFUCQ310;RFUCIQ10;RFUCD110;RFUCD210;RFUCD310;RFUCD410;RFUCD610;RFUCD710;RFUCD810;RFUCD910;RFUCRD10;RFUCET10;RFUCGI10
751072702;75056;75;1216,2;21694;41109;73352;51658;10476;19044;25040;32150;51675;63562;82871;139126;13,3;81803,61;0,5145
751072703;75056;75;1226,7;25607;50321;85171;59564;14108;21713;30015;40893;62185;74539;94834;135978;9,6;83014,63;0,4748
751072704;75056;75;1107,2;25081;44732;79682;54601;10853;20983;29579;36981;54353;69249;91687;144315;13,3;92217,03;0,5123
751072705;75056;75;1481,9;26452;50336;95650;69198;13030;22630;30987;40784;66079;82598;111480;201016;15,4;206720,08;0,6057
751072706;75056;75;1250,8;21413;34989;69165;47752;11957;19466;23641;28161;43496;58091;88792;139472;11,7;132517,98;0,5864
751072707;75056;75;;;;;;;;;;;;;;;;
751072801;75056;75;1581,4;24560;41134;60035;35475;12486;20606;27602;34759;47228;55999;66598;92774;7,4;59598,90;0,4270
751072802;75056;75;1217,7;20994;37289;59679;38685;11589;19057;23914;30522;44985;54368;68934;104699;9,0;109552,57;0,5290
751072803;75056;75;1204,8;16665;29350;53234;36569;7195;13397;19786;23702;36923;45842;60500;90800;12,6;61445,54;0,4990
751072804;75056;75;2102,1;18571;33497;61149;42578;9594;16006;21944;27851;42121;54318;68917;102846;10,7;65086,27;0,4942
751072805;75056;75;2266,1;17957;31336;56515;38558;8631;15189;20752;25372;37538;46923;66881;99813;11,6;69328,61;0,5189
751072806;75056;75;1431,6;24838;60261;118351;93513;11150;20654;31703;42841;80173;105219;141183;258321;23,2;269352,52;0,6446
751072807;75056;75;1509,2;25561;55423;102764;77203;14583;22103;32175;43379;69131;89691;122103;217418;14,9;146243,13;0,5645
751072808;75056;75;1183,2;25755;45393;82733;56978;11788;20572;28956;37299;56818;72618;93226;150619;12,8;96515,79;0,5134
751072809;75056;75;1514,2;26445;45397;77885;51440;12460;21923;29859;37791;53259;66667;89338;145413;11,7;85551,00;0,4954
751072810;75056;75;2018,2;18689;34906;64174;45485;8387;16200;21618;28002;45237;56807;74169;106268;12,7;110827,64;0,5420
751072811;75056;75;1331,9;21339;46663;92600;71261;9642;18693;24918;33754;58019;77591;109500;221819;23,0;321265,02;0,6717
751082901;75056;75;879,1;16871;33704;68250;51379;;;;;;;;;;;
751082902;75056;75;580,6;14545;31391;71494;56949;;;;;;;;;;;
751082903;75056;75;624,0;17192;31891;66281;49089;;;;;;;;;;;
751082904;75056;75;330,7;14423;30924;65857;51435;;;;;;;;;;;
751082905;75056;75;319,0;19978;40098;82333;62355;;;;;;;;;;;
751082906;75056;75;;;;;;;;;;;;;;;;
751082999;75056;75;;;;;;;;;;;;;;;;
751083001;75056;75;1600,8;22982;46092;91045;68063;10109;19691;27004;35653;59979;80735;108212;175405;17,4;118424,85;0,5490
751083002;75056;75;2264,7;19643;42131;77006;57363;7896;15855;23462;31913;54823;68070;87521;137612;17,4;120640,83;0,5481
751083003;75056;75;419,2;13446;27111;48980;35534;;;;;;;;;;;
751083004;75056;75;1371,0;20043;38255;70010;49967;9467;16559;23247;30551;48531;59009;82736;122687;13,0;94007,49;0,5296
751083005;75056;75;1187,2;14349;31609;61147;46798;6779;12000;16653;23480;42340;53862;77019;133420;19,7;150452,20;0,6241
751083006;75056;75;363,5;17305;35492;64384;47079;;;;;;;;;;;
751083101;75056;75;151,6;21432;42556;91233;69801;;;;;;;;;;;
751083102;75056;75;276,4;16595;36855;91445;74850;;;;;;;;;;;
751083103;75056;75;762,4;18023;30684;57165;39142;;;;;;;;;;;
751083104;75056;75;644,5;19502;35391;75573;56071;;;;;;;;;;;
751083105;75056;75;963,8;23423;44601;83240;59817;;;;;;;;;;;
751083106;75056;75;989,3;24944;44066;77346;52403;;;;;;;;;;;
751083107;75056;75;262,4;22346;47869;72463;50118;;;;;;;;;;;
751083108;75056;75;333,5;20021;35385;55849;35828;;;;;;;;;;;
751083201;75056;75;1607,8;24593;42976;73395;48802;12647;21324;28573;35371;52171;65420;81539;114368;9,0;88398,56;0,4878
751083202;75056;75;1373,5;22748;42306;78641;55893;8781;18560;26216;34773;53365;69062;91015;127369;14,5;86420,88;0,5057
751083203;75056;75;1230,0;22720;48214;89070;66350;12000;19342;26057;37035;63206;79027;114966;203029;16,9;167822,05;0,5935
751083204;75056;75;1830,3;23582;47858;79744;56162;12918;19899;27925;38093;58092;71639;90492;142792;11,1;131889,75;0,5142
751083205;75056;75;2258,9;25831;46896;72812;46981;12585;21803;29676;38405;53910;65501;81988;117950;9,4;114827,22;0,4797
751083206;75056;75;2041,7;22221;36746;58143;35922;10045;18900;24832;31912;43564;52656;64041;84127;8,4;90927,52;0,3969
751083207;75056;75;1588,9;22911;38405;66209;43298;10191;19822;25655;32183;47975;57689;74879;107624;10,6;68464,27;0,4738
751083208;75056;75;543,2;22918;42457;65016;42098;;;;;;;;;;;
751083209;75056;75;862,9;21964;41727;79676;57712;;;;;;;;;;;
751083210;75056;75;727,8;26836;54284;117639;90803;;;;;;;;;;;
751093301;75056;75;1170,3;18850;33146;52569;33719;10785;16663;20824;26743;40118;47603;58604;86285;8,0;69089,31;0,4659
751093302;75056;75;1305,8;21457;38828;63977;42520;10985;18491;24813;31440;47230;57902;69998;101219;9,2;134197,74;0,5221
751093303;75056;75;1374,0;21243;37685;60859;39616;10150;17341;23815;30688;46337;55007;69153;103039;10,2;49874,10;0,4484
751093304;75056;75;1704,8;22783;40609;64723;41940;11512;19551;25512;32633;48181;58608;72887;101561;8,8;72670,54;0,4626
751093305;75056;75;1521,8;21788;36966;60904;39116;9446;18436;24674;31971;45219;55185;70263;102447;10,8;62169,31;0,4565
751093306;75056;75;1752,1;16913;32805;52778;35865;6667;14076;19527;26092;39662;47062;59416;78432;11,8;44859,21;0,4539
751093307;75056;75;2331,1;18742;32062;53949;35207;8571;16166;21252;26233;39261;49077;59493;82106;9,6;52779,27;0,4592
751093308;75056;75;1596,0;8855;22757;39685;30830;4354;7188;10861;15576;28465;35637;44226;62189;14,3;29068,49;0,4806
751093309;75056;75;1545,2;12588;27795;48089;35501;5413;9789;16369;21416;34645;43597;53864;77377;14,3;41055,73;0,4806
751093310;75056;75;1262,7;18740;35630;59746;41006;10331;16369;21964;29506;44269;53237;70555;97137;9,4;122854,41;0,5014
751093311;75056;75;466,4;11985;22823;39111;27126;;;;;;;;;;;
751093401;75056;75;161,4;11908;22000;35529;23621;;;;;;;;;;;
751093402;75056;75;;;;;;;;;;;;;;;;
751093403;75056;75;884,3;21372;40381;66911;45539;;;;;;;;;;;
751093404;75056;75;;;;;;;;;;;;;;;;
751093405;75056;75;275,9;10199;25466;43728;33529;;;;;;;;;;;
751093406;75056;75;;;;;;;;;;;;;;;;
751093407;75056;75;673,1;18043;32868;52476;34433;;;;;;;;;;;
751093408;75056;75;555,7;13170;26266;47238;34068;;;;;;;;;;;
751093409;75056;75;364,8;14577;30198;49448;34871;;;;;;;;;;;
751093501;75056;75;2274,9;13335;27153;46467;33132;6045;10440;15659;20993;34724;41950;51575;74543;12,3;39565,67;0,4709
751093502;75056;75;1374,0;14984;30211;49921;34937;6336;12046;18760;24540;37251;44115;55791;76731;12,1;90613,06;0,5063
751093503;75056;75;2901,1;16130;30645;48881;32751;7176;13747;19023;24773;37470;44591;55221;76195;10,6;49320,02;0,4480
751093504;75056;75;1188,8;13795;29735;53318;39523;6250;10706;16425;22850;37885;47985;61098;82943;13,3;38407,75;0,4699
751093601;75056;75;1687,6;17024;30931;48780;31756;8095;14023;19699;25013;37825;45247;53428;74389;9,2;36102,16;0,4235
751093602;75056;75;2068,0;13490;26463;44044;30554;5301;10883;16342;20996;32228;38488;49645;67131;12,7;35704,15;0,4517
751093603;75056;75;1353,6;14716;26537;41803;27087;6917;11818;17240;21437;31809;38146;46401;67637;9,8;32674,86;0,4404
751093604;75056;75;1473,6;16328;29305;46230;29902;9213;13902;18423;23805;35849;42907;52443;70755;7,7;48604,86;0,4395
751093605;75056;75;1738,1;18323;30446;45347;27024;8794;15473;20826;25315;36223;42074;49935;68167;7,8;37509,11;0,4113
751093606;75056;75;1560,4;19541;33426;50650;31109;10415;16848;23120;28123;39072;46264;56004;71530;6,9;44827,79;0,4065
751093607;75056;75;1782,7;13152;27362;43571;30420;5751;10401;15749;21410;32875;39773;48571;65440;11,4;39054,82;0,4606
751093608;75056;75;1857,4;18858;33185;54050;35192;9537;16114;21612;27098;40963;49069;61227;80427;8,4;43781,75;0,4368
751093609;75056;75;1617,0;19214;31869;49505;30291;7782;15578;22013;26806;37555;45226;56749;72917;9,4;60912,43;0,4296
751093610;75056;75;1834,2;14886;27733;43341;28455;6396;12149;17556;22092;33776;39205;47483;59721;9,3;25646,89;0,4000
751103701;75056;75;1684,1;12269;24789;38472;26203;5762;10104;15377;20073;29591;34978;42994;55876;9,7;28255,34;0,4271
751103702;75056;75;1452,7;11876;24326;36316;24440;4944;9452;14032;18853;29461;33943;39211;50003;10,1;21455,50;0,3994
751103703;75056;75;2047,7;11472;22606;36009;24537;5560;9476;13432;17723;27747;32729;39750;49999;9,0;27289,71;0,4237
751103704;75056;75;2214,2;14884;28096;45632;30748;6035;11769;17274;23135;34001;41327;50179;66742;11,1;29268,80;0,4194
751103705;75056;75;1841,5;16567;31656;47193;30626;7934;13819;20817;26945;37319;43712;53905;72487;9,1;33441,78;0,4094
751103706;75056;75;1983,6;14742;27712;42965;28223;6528;11127;17217;22362;32888;39487;47099;59032;9,0;31888,75;0,4107
751103707;75056;75;1722,0;8717;19169;33045;24328;3247;7331;9995;13766;24721;29955;37596;50766;15,6;44892,16;0,4839
751103708;75056;75;1443,5;13120;24623;37865;24745;6248;10143;15572;20455;29111;35087;40860;50553;8,1;20036,26;0,3789
751103709;75056;75;1652,1;10073;19831;31751;21678;4434;8172;12205;15851;23978;28650;35594;44870;10,1;18177,12;0,4041
751103711;75056;75;;;;;;;;;;;;;;;;
751103712;75056;75;461,9;16836;29729;41941;25105;;;;;;;;;;;
751103801;75056;75;1504,3;11336;21941;37771;26435;5346;8598;13272;17397;28440;35201;42244;53038;9,9;24409,83;0,4250
751103802;75056;75;1563,5;6901;13265;28551;21650;3962;5803;7759;9938;17945;24195;33033;48685;12,3;42132,73;0,5247
751103803;75056;75;2284,8;11945;25574;42108;30163;5483;9657;14758;19875;31164;38166;46416;63621;11,6;35238,40;0,4540
751103804;75056;75;2395,3;10962;24178;41239;30277;5167;8766;13119;19253;30396;37934;45875;62415;12,1;30063,42;0,4575
751103805;75056;75;1949,7;13273;23783;39006;25733;6251;11526;15678;20157;29042;35383;44450;57942;9,3;25850,83;0,4180
751103806;75056;75;2720,2;13996;27922;46886;32890;6381;11560;16390;21534;35381;42765;52750;68667;10,8;37935,52;0,4466
751103901;75056;75;1381,8;14777;27055;44235;29458;6178;12222;16880;21920;32495;39548;48943;67517;10,9;31351,26;0,4341
751103902;75056;75;1899,0;13604;26405;43123;29519;5270;10649;15875;21513;32135;39505;47918;60603;11,5;27866,50;0,4257
751103903;75056;75;1338,3;14846;26400;40613;25767;7181;12358;17609;22281;31026;36413;45253;60434;8,4;26304,68;0,4045
751103904;75056;75;1592,9;14082;26439;45119;31037;6389;11309;16343;21473;32619;40164;51113;66822;10,5;38392,38;0,4506
751103905;75056;75;1576,0;9873;22685;38627;28754;4663;8152;12464;18173;28317;34908;43383;59527;12,8;29576,18;0,4631
751103906;75056;75;1980,3;11751;23355;37595;25844;5676;9439;13652;18150;28170;34544;41129;54393;9,6;27575,72;0,4345
751103907;75056;75;1518,4;12322;22677;38257;25935;6319;9934;13657;17880;29141;34630;41943;57871;9,2;24839,85;0,4206
751103908;75056;75;2496,6;11561;22133;37142;25581;5225;9267;13507;17958;27218;33267;41333;55601;10,6;37444,92;0,4531
751103909;75056;75;1688,0;11488;22565;37478;25991;5488;9507;13232;18234;28599;34204;42605;57762;10,5;27140,46;0,4386
751103910;75056;75;1708,1;12060;23947;39155;27095;5810;10523;14418;18881;29048;35538;43761;58522;10,1;29517,54;0,4439
751104001;75056;75;2110,6;7604;13407;25705;18101;4571;6654;8277;10772;17725;22377;28374;40555;8,9;55547,19;0,5113
751104002;75056;75;2477,0;7432;14327;26509;19077;4107;6464;8711;10830;18444;24076;29221;38874;9,5;16915,72;0,4319
751104003;75056;75;2107,0;9590;18763;32674;23084;4670;7768;10848;14923;23679;28996;36533;47470;10,2;20916,83;0,4320
751104004;75056;75;1345,4;7875;14407;27843;19968;4087;6784;8948;11054;18952;23969;33045;45409;11,1;22978,99;0,4715
751104005;75056;75;1393,8;5796;10893;21584;15788;2969;5213;6986;9438;14349;18818;24832;32481;10,9;14835,87;0,4534
751104006;75056;75;2299,1;8394;16616;30213;21819;4174;6722;9705;12994;20602;26941;33983;46460;11,1;21935,01;0,4487
751104007;75056;75;2715,1;11335;21141;33920;22585;5335;9384;13113;16793;25507;30679;37871;52573;9,9;23951,65;0,4303
751104008;75056;75;2725,4;11130;21572;35024;23894;5646;9276;13262;17348;26217;31433;38791;53278;9,4;22863,42;0,4214
751104009;75056;75;1767,6;15091;26617;39742;24651;7086;12924;17292;22113;30526;36100;44155;56671;8,0;25896,53;0,3967
751104010;75056;75;1665,0;9934;18662;32846;22912;5483;8685;11797;15546;23519;28473;35569;44231;8,1;18962,27;0,4057
751104011;75056;75;1778,1;10103;19439;33004;22901;5044;8247;11377;15528;24453;29353;37292;50277;10,0;24241,28;0,4484
751104012;75056;75;;;;;;;;;;;;;;;;
751114101;75056;75;2250,0;8703;18464;32639;23936;4461;6908;10237;14382;23408;29132;36659;48496;10,9;20026,85;0,4433
751114102;75056;75;2051,4;7748;16392;29244;21496;3659;6490;9267;12775;21175;26500;32701;43297;11,8;23578,16;0,4589
