IRIS;COM;DEP;NBUC06;RFUCQ106;RFUCQ206;RFUCQ306;RFUCIQ06;RFUCD106;RFUCD206;RFUCD306;RFUCD406;RFUCD606;RFUCD706;RFUCD806;RFUCD906;RFUCRD06;RFUCET06;RFUCMO06;RFUCGI06
751041402;75056;75;1659,3;14737;26292;43042;28305;6864;12354;16608;21450;31979;37721;49614;69345;10,1;165194,38;42254,83;0,5421
751041403;75056;75;1844,8;12350;23809;39747;27397;5329;10043;14171;19376;28838;35420;46623;65255;12,2;45331,06;33195,19;0,4890
751041404;75056;75;1279,2;15175;26589;42890;27715;6631;12800;17751;21869;31765;39092;48816;68026;10,3;32878,19;34099,89;0,4375
751041501;75056;75;2111,8;16600;25940;42119;25519;10507;14683;18413;22189;29653;37019;48009;67304;6,4;48743,00;36597,24;0,4454
751041502;75056;75;1216,0;18430;31142;51233;32803;8511;15940;20801;26036;37675;45147;58778;83180;9,8;47360,72;42855,53;0,4561
751041503;75056;75;1353,3;20135;32969;52449;32315;11026;17645;22391;27170;39741;47680;56946;81561;7,4;59219,55;46218,41;0,4606
751041504;75056;75;1572,1;15256;27025;45994;30738;6795;12659;17165;21745;33316;39941;52004;73121;10,8;73484,70;40038,50;0,5040
751041601;75056;75;1738,0;17311;33053;60366;43056;9170;15018;20074;26019;40997;52872;68410;103726;11,3;80070,39;53287,73;0,5317
751041602;75056;75;446,5;18592;31889;59828;41236;;;;;;;;;;;;
751041603;75056;75;129,8;21533;36571;58683;37150;;;;;;;;;;;;
751051701;75056;75;1347,0;15583;26936;40419;24836;6855;12716;17960;22412;31215;37262;43972;58555;8,5;31985,37;32638,52;0,4134
751051702;75056;75;1170,6;18399;31346;46311;27912;9801;16518;20911;26653;36249;42710;53383;70966;7,2;34138,42;38257,46;0,4048
751051703;75056;75;1549,2;16801;26325;41857;25056;8506;14220;18675;22454;30941;37632;45679;61953;7,3;29989,49;33074,34;0,4001
751051704;75056;75;1989,2;17168;28686;50075;32907;8392;14455;19032;23816;35187;43860;54936;76419;9,1;38907,77;39048,00;0,4410
751051705;75056;75;1519,1;15946;30176;53295;37349;7581;13555;19016;23806;37927;46717;58424;84569;11,2;52387,76;43749,72;0,4931
751051706;75056;75;;;;;;;;;;;;;;;;;
751051799;75056;75;;;;;;;;;;;;;;;;;
751051801;75056;75;1169,4;18331;28502;42205;23874;10839;16105;20317;24666;33654;38704;47341;60545;5,6;22471,16;33198,83;0,3492
751051802;75056;75;1514,5;16876;27324;43006;26131;8297;13949;19252;22735;32451;39363;46759;61454;7,4;28559,30;33561,34;0,3990
751051803;75056;75;1330,9;17206;27694;42179;24973;8000;14244;19095;23675;32254;38029;46402;62950;7,9;44516,00;35541,41;0,4278
751051804;75056;75;1529,9;15485;25175;37646;22161;8464;13327;17564;21490;30038;35062;41969;58887;7,0;28075,73;31192,65;0,3996
751051805;75056;75;2017,0;17320;28766;43873;26553;8646;14608;19561;23769;33124;40143;48753;65325;7,6;37325,31;36481,99;0,4245
751051806;75056;75;1449,3;14830;23884;38917;24087;7286;12801;16790;20060;28389;34624;42683;56475;7,8;27406,09;30197,94;0,4062
751051807;75056;75;1434,9;16975;25374;37642;20667;10134;15174;18717;21364;29630;34379;43698;62635;6,2;35274,59;33579,25;0,4119
751051808;75056;75;1191,0;18605;30905;48086;29481;9146;15918;20637;25837;36573;44485;52635;69549;7,6;59119,41;40064,55;0,4370
751051809;75056;75;;;;;;;;;;;;;;;;;
751051901;75056;75;1838,4;18165;30001;45058;26893;9125;15122;20243;24791;35780;41694;51532;73576;8,1;36126,71;38100,26;0,4192
751051902;75056;75;1131,4;20096;33451;52206;32110;9045;17154;23019;28403;38204;46922;58375;80619;8,9;83615,89;45076,96;0,4598
751051903;75056;75;1469,6;17181;30585;52070;34889;9020;15009;19736;25653;37437;46127;58682;82109;9,1;52234,35;43491,66;0,4717
751051904;75056;75;922,7;21004;36109;65133;44129;10681;18000;23918;30101;45119;58087;72914;108942;10,2;93428,76;58752,90;0,5200
751051905;75056;75;1557,0;20488;37327;62846;42358;9072;16322;23913;30486;46285;56413;69514;105833;11,7;118884,47;60224,02;0,5408
751051906;75056;75;1469,7;17820;31297;56123;38303;10205;14809;20345;25500;39680;49746;62430;87758;8,6;56772,01;46287,05;0,4773
751051907;75056;75;1238,7;17836;30132;47904;30068;8362;15188;20083;24398;36960;43381;53848;74847;9,0;82842,24;43506,84;0,4950
751051908;75056;75;1870,4;16500;28511;42269;25769;7861;13157;18906;23569;33754;38776;48825;66708;8,5;51835,18;36657,52;0,4429
751052001;75056;75;1551,3;15127;27190;47132;32005;7431;12919;17894;21637;31845;40233;57552;85966;11,6;75618,41;44038,25;0,5349
751052002;75056;75;1065,8;20555;36015;59143;38588;10722;17572;23424;30461;45350;52799;62947;88655;8,3;54548,85;49891,76;0,4578
751052003;75056;75;1215,5;12496;25969;46752;34256;5375;10583;15114;20406;31249;41078;54322;74303;13,8;75845,63;38132,29;0,5140
751052004;75056;75;2122,0;16418;29411;50152;33734;7635;14238;19085;24389;36741;44815;56302;80627;10,6;59531,76;43386,08;0,4902
751052005;75056;75;200,7;13774;21457;34156;20382;;;;;;;;;;;;
751062101;75056;75;1249,9;17774;32594;61867;44093;8395;14995;20832;26335;42547;56337;74045;108455;12,9;99039,00;58003,60;0,5611
751062102;75056;75;1477,7;14918;28233;51351;36433;6600;12557;17542;23351;34704;44267;55675;75583;11,5;63410,68;41769,00;0,5023
751062103;75056;75;1267,9;16677;30263;52843;36166;7023;13569;19270;23963;37640;47195;59623;91600;13,0;117289,05;52066,68;0,5649
751062201;75056;75;1113,3;21060;42354;81165;60105;11970;18237;24490;31674;52986;68254;100749;191227;16,0;229941,10;87552,69;0,6184
751062202;75056;75;1133,7;21765;39252;68839;47074;12767;18633;25117;30532;48292;63347;78386;119023;9,3;96053,21;63111,53;0,5214
751062203;75056;75;1462,4;18027;34964;59471;41444;8899;15132;20821;28133;43617;52132;68492;101430;11,4;70281,08;51693,37;0,5058
751062204;75056;75;1711,7;18605;34046;57595;38990;9857;15267;21379;27074;41816;52307;67408;102803;10,4;87746,90;51923,71;0,5056
751062205;75056;75;;;;;;;;;;;;;;;;;
751062301;75056;75;1178,9;21626;37425;60272;38646;10514;17927;24529;31002;44919;53766;67534;100518;9,6;160611,60;60985,39;0,5488
751062302;75056;75;1124,1;22747;42301;71168;48421;12724;19507;26877;34795;51540;63059;82503;153726;12,1;154261,09;74519,66;0,5650
751062303;75056;75;1320,7;21572;39457;70475;48903;12241;19435;24643;30086;47298;59231;81723;127016;10,4;99164,43;64323,00;0,5342
751062304;75056;75;1136,5;22023;40350;66070;44047;12027;18764;25109;33053;48363;59765;79873;139979;11,6;146928,23;71583,11;0,5707
751062305;75056;75;1479,0;20532;35241;61406;40874;10281;16581;22994;28010;43386;54485;69603;105905;10,3;111993,12;58558,65;0,5417
751062306;75056;75;1683,6;21698;36375;55995;34297;11795;19218;24807;29954;43329;52533;61941;87719;7,4;68222,55;49283,45;0,4518
751062307;75056;75;1228,3;20022;37246;59083;39061;9899;16965;23090;29857;43444;53780;67704;93924;9,5;64540,39;50787,08;0,4694
751062308;75056;75;1922,0;18519;31608;52603;34084;10078;16056;20838;26447;38385;47940;59667;85077;8,4;101104,61;48536,10;0,5038
751062309;75056;75;1506,8;18218;33491;57341;39123;8460;15661;21016;26591;40944;50032;62738;86004;10,2;51856,94;46081,51;0,4697
751062310;75056;75;1447,6;19563;34842;66302;46739;9177;15375;22572;28456;45011;59539;78732;122570;13,4;127002,61;65821,25;0,5802
751062311;75056;75;1156,0;22401;41575;68187;45786;12542;19870;25189;32717;49262;60968;79840;111847;8,9;140081,42;66666,23;0,5395
751062401;75056;75;1359,5;18565;35241;63058;44494;8784;16073;21258;27904;43137;54736;72618;120897;13,8;135991,82;62732,11;0,5775
751062402;75056;75;1928,5;17129;32345;62622;45493;7829;14237;19848;25754;42328;54379;75218;127178;16,2;162762,10;70215,34;0,6342
751072501;75056;75;1387,8;21236;41713;82273;61038;10362;18111;25061;33236;55079;72211;101490;170683;16,5;198300,37;96298,33;0,6459
751072502;75056;75;1173,1;20512;40460;73282;52770;9905;16887;23495;31120;47353;62314;84244;138511;14,0;103270,01;66811,13;0,5527
751072503;75056;75;958,4;21147;40585;71493;50346;12019;18748;25384;31927;49555;63198;85287;138729;11,5;241201,17;81432,52;0,6176
751072504;75056;75;1032,8;21147;41339;77780;56633;11890;18248;24429;32238;53633;70111;89499;167335;14,1;219319,34;89610,23;0,6356
751072505;75056;75;1342,7;17046;34814;64000;46954;9501;15091;20365;26428;44084;56460;81080;143461;15,1;234794,86;80817,61;0,6592
751072506;75056;75;1973,4;20154;37645;71221;51067;10270;17767;22579;29213;48334;61111;84117;131140;12,8;225589,42;74265,74;0,6040
751072508;75056;75;;;;;;;;;;;;;;;;;
751072601;75056;75;1439,9;21296;36613;78986;57690;11976;18413;24177;30160;48320;64457;92795;172773;14,4;167855,42;79350,74;0,6011
751072602;75056;75;1015,5;22239;41969;85855;63616;;;;;;;;;;;;
751072603;75056;75;638,4;23315;41524;80054;56739;;;;;;;;;;;;
751072604;75056;75;958,8;19943;45264;83977;64034;10605;17108;24777;34023;57193;71909;100953;150684;14,2;259311,65;99743,76;0,6585
751072605;75056;75;;;;;;;;;;;;;;;;;
751072606;75056;75;;;;;;;;;;;;;;;;;
751072699;75056;75;;;;;;;;;;;;;;;;;
751072701;75056;75;2081,4;18700;34438;56664;37964;9612;16045;21931;27533;41057;51004;64045;93257;9,7;61299,99;49088,90;0,4835
751072702;75056;75;1155,8;20222;39112;63777;43555;11538;18132;22611;30269;47983;57705;74704;118749;10,3;104586,04;59195,53;0,5137
751072703;75056;75;1216,0;25416;46446;72816;47400;13096;22020;30465;38027;54862;66763;81325;118561;9,1;96951,58;65803,06;0,4800
751072704;75056;75;1074,3;23469;39853;66629;43160;10795;20369;27371;32927;47933;58842;75827;118878;11,0;136071,25;62851,44;0,5202
751072705;75056;75;1450,9;24174;45254;80893;56719;12732;19315;28588;37634;57332;72388;95711;160857;12,6;164010,71;83946,00;0,5815
751072706;75056;75;1193,1;19821;33518;65816;45995;12676;17741;21803;27260;41578;56674;76297;116325;9,2;136523,73;68295,05;0,5878
751072707;75056;75;;;;;;;;;;;;;;;;;
751072801;75056;75;1537,2;20539;34796;55552;35013;11266;17704;23869;28938;42401;50048;61976;81709;7,3;54138,42;45260,89;0,4271
751072802;75056;75;1207,9;17700;30687;54325;36625;7676;14915;19836;25096;38027;48423;61220;90240;11,8;66997,62;45613,45;0,4886
751072803;75056;75;1189,0;14827;26516;45493;30666;6172;12529;16593;21734;32809;41023;53503;76244;12,4;58790,68;39824,02;0,5020
751072804;75056;75;2136,8;16162;31193;52306;36144;9003;13930;19301;25153;38287;46518;58664;82086;9,1;56509,29;43385,25;0,4751
751072805;75056;75;2259,6;15370;26679;47246;31876;7298;12831;17865;22223;32966;41201;56067;90558;12,4;122012,97;46223,96;0,5518
751072806;75056;75;1420,6;22656;54110;109144;86488;10722;18267;28948;41561;69037;91799;125611;238018;22,2;211629,21;106639,86;0,6147
751072807;75056;75;1420,5;25079;48179;94030;68951;12845;20487;29127;37682;63022;80459;115283;173520;13,5;230321,41;94366,79;0,5953
751072808;75056;75;1234,1;21583;39636;71879;50297;10883;18484;24772;31892;48986;63799;84972;130977;12,0;205668,30;68870,79;0,5576
751072809;75056;75;1411,0;23974;40696;70680;46706;11545;20459;27558;33712;50979;60878;80999;122793;10,6;67605,45;59014,61;0,4753
751072810;75056;75;2016,4;17515;30354;52356;34841;8362;14727;19559;24560;38871;47358;62023;91900;11,0;93016,21;50836,30;0,5420
751072811;75056;75;1312,0;18438;41783;78975;60537;7049;14739;21313;29743;53642;71097;93700;146920;20,8;250001,86;83244,81;0,6349
751082901;75056;75;987,7;15173;30472;60029;44856;7864;13192;18648;23233;38667;49355;70868;118941;15,1;101013,25;55509,08;0,5733
751082902;75056;75;627,3;12594;26663;70205;57611;;;;;;;;;;;;
751082903;75056;75;669,7;12853;29070;68773;55920;;;;;;;;;;;;
751082904;75056;75;313,2;16857;32397;65465;48608;;;;;;;;;;;;
751082905;75056;75;305,0;19173;46510;99930;80757;;;;;;;;;;;;
751082906;75056;75;;;;;;;;;;;;;;;;;
751082907;75056;75;;;;;;;;;;;;;;;;;
751082999;75056;75;;;;;;;;;;;;;;;;;
751083001;75056;75;1519,3;20214;38800;74788;54574;8325;16753;24313;31433;49306;64921;88947;127680;15,3;75944,86;60837,25;0,5139
751083002;75056;75;2209,2;18128;36992;70194;52066;7853;14322;21609;29202;47877;60359;82113;123866;15,8;89726,29;60714,92;0,5482
751083003;75056;75;493,3;10779;23332;44499;33720;;;;;;;;;;;;
751083004;75056;75;1372,3;16769;33501;62516;45747;8527;14527;20167;26110;42146;55965;73341;106299;12,5;97895,27;57549,02;0,5576
751083005;75056;75;1170,1;14414;27745;56513;42099;5880;11675;16377;21411;35523;46838;65240;104023;17,7;87545,14;50775,14;0,5777
751083006;75056;75;325,1;16287;30756;57869;41582;;;;;;;;;;;;
751083101;75056;75;165,8;16907;32510;73439;56532;;;;;;;;;;;;
751083102;75056;75;273,1;17419;29382;88206;70787;;;;;;;;;;;;
751083103;75056;75;746,8;17960;28116;52153;34193;;;;;;;;;;;;
751083104;75056;75;629,8;18134;32699;59854;41720;;;;;;;;;;;;
751083105;75056;75;879,9;19632;35620;68728;49096;;;;;;;;;;;;
751083106;75056;75;975,5;20588;37373;65532;44945;;;;;;;;;;;;
751083107;75056;75;251,5;22888;36954;66944;44056;;;;;;;;;;;;
751083108;75056;75;305,2;15218;25638;47591;32373;;;;;;;;;;;;
751083201;75056;75;1488,0;20123;37329;62797;42674;11879;17732;23394;29603;46074;55648;70298;102293;8,6;95075,38;57357,23;0,5155
751083202;75056;75;1309,1;18430;39035;68977;50547;7286;15557;23246;30972;47851;61096;79509;117730;16,2;92010,77;58874,91;0,5260
751083203;75056;75;1171,6;20119;42993;85369;65250;11304;17827;23910;32554;55053;72527;100351;170644;15,1;145281,17;80706,86;0,5874
751083204;75056;75;1746,0;20962;40296;72238;51276;10808;18016;23965;31780;49722;64540;80684;122512;11,3;116447,51;66072,40;0,5395
751083205;75056;75;2172,9;21764;40328;64517;42753;10843;18826;25268;32192;47087;56079;72604;98042;9,0;74842,02;53621,55;0,4593
751083206;75056;75;1958,8;19258;32278;50137;30879;8845;16139;22060;26928;38692;45114;55671;69960;7,9;34175,33;39072,74;0,3987
751083207;75056;75;1551,3;19754;34384;57286;37532;9459;16003;21842;27747;41919;52317;64922;93077;9,8;46314,26;45875,35;0,4435
751083208;75056;75;472,0;25013;41357;62851;37838;;;;;;;;;;;;
751083209;75056;75;782,7;19087;38097;61306;42219;;;;;;;;;;;;
751083210;75056;75;709,8;22920;50651;100400;77480;;;;;;;;;;;;
751093301;75056;75;1136,2;16581;29808;47532;30951;8674;14228;18676;24565;35210;42391;54279;70541;8,1;33905,47;37308,31;0,4238
751093302;75056;75;1291,5;18860;34869;56979;38119;9903;15826;21950;28136;41508;51623;64461;90988;9,2;50892,92;47217,02;0,4624
751093303;75056;75;1375,8;17401;31158;52827;35426;8590;14053;19765;25112;37738;46916;59036;82131;9,6;43039,95;41602,13;0,4490
751093304;75056;75;1654,0;20418;34865;55973;35555;9701;17340;22392;29038;42159;50156;63556;85878;8,9;54496,68;45784,02;0,4391
751093305;75056;75;1443,6;19053;32876;56343;37290;9154;16685;21838;27899;39040;49068;61712;82774;9,0;45600,14;43520,98;0,4394
751093306;75056;75;1656,4;14941;28675;46413;31472;6994;12366;17480;23076;35048;42181;52010;73427;10,5;38163,01;37379,78;0,4507
751093307;75056;75;2232,2;17170;29635;46591;29421;7866;14547;19698;24039;36241;42897;52156;72270;9,2;58425,75;40223,34;0,4618
751093308;75056;75;1491,8;8775;20312;36685;27910;5266;7365;10596;15589;25696;32184;40746;52943;10,1;26336,22;26151,49;0,4566
751093309;75056;75;1515,8;13056;26725;42524;29468;5074;9657;16262;21561;32286;38650;47047;64533;12,7;31533,95;32605,09;0,4406
751093310;75056;75;1223,5;17711;30602;52667;34956;9274;15307;20652;25704;37524;46211;59916;76498;8,2;66813,85;43705,44;0,4717
751093311;75056;75;395,2;11242;21996;35723;24481;;;;;;;;;;;;
751093401;75056;75;;;;;;;;;;;;;;;;;
751093402;75056;75;;;;;;;;;;;;;;;;;
751093403;75056;75;811,6;17792;35000;55007;37215;;;;;;;;;;;;
751093404;75056;75;;;;;;;;;;;;;;;;;
751093405;75056;75;276,0;9212;22450;36277;27065;;;;;;;;;;;;
751093406;75056;75;;;;;;;;;;;;;;;;;
751093407;75056;75;656,4;15621;27562;45398;29777;;;;;;;;;;;;
751093408;75056;75;455,5;11682;24304;42090;30408;;;;;;;;;;;;
751093409;75056;75;344,9;13358;25099;45554;32196;;;;;;;;;;;;
751093501;75056;75;2124,8;10548;23018;39945;29397;5346;8970;12933;18583;28435;36083;45308;59412;11,1;29139,20;29573,19;0,4487
751093502;75056;75;1327,6;13754;25705;43258;29504;;;;;;;;;;;;
751093503;75056;75;2821,2;12012;25165;40350;28338;5680;10360;14828;19909;30825;36593;46877;61845;10,9;39018,11;32200,00;0,4531
751093504;75056;75;1132,8;12000;23210;42701;30701;;;;;;;;;;;;
751093601;75056;75;1573,0;15966;26248;42011;26045;7830;13131;17932;21912;31719;38588;46742;64085;8,2;30543,80;33149,67;0,4076
751093602;75056;75;1994,3;11466;22297;37007;25541;4952;8937;13399;18136;27024;33451;41391;55118;11,1;45149,65;29022,46;0,4597
751093603;75056;75;1234,5;12253;21949;36032;23779;4965;9614;14479;18564;26816;31944;40181;55585;11,2;46121,58;29561,99;0,4701
751093604;75056;75;1416,3;12350;25325;40416;28066;6005;10553;14462;20537;29711;36542;44959;59550;9,9;26290,85;30238,97;0,4219
751093605;75056;75;1676,1;14867;25948;40603;25736;6767;12668;17114;21539;30877;37081;43874;58358;8,6;29507,17;31870,06;0,4122
751093606;75056;75;1459,6;18034;29439;44722;26688;10225;16138;20472;24977;34305;41003;49530;63889;6,2;39318,17;35942,84;0,3912
751093607;75056;75;1650,2;12568;24111;37821;25253;5787;10375;14992;20098;28400;34515;42107;56711;9,8;28229,59;29571,57;0,4276
751093608;75056;75;1742,1;16585;28992;47044;30459;7602;14373;19279;24181;35108;42414;53650;76274;10,0;35649,62;38050,52;0,4375
751093609;75056;75;1542,9;13860;27680;45449;31589;6538;12015;16985;22138;33928;41192;50347;68443;10,5;93668,56;37009,18;0,4690
751093610;75056;75;1728,6;11757;23302;36726;24969;4978;9477;14106;18580;27939;33454;41512;56537;11,4;24304,62;28066,13;0,4236
751103701;75056;75;1569,1;11000;21678;33665;22665;4576;8857;13060;16839;26085;31282;36853;47794;10,4;20228,46;24908,67;0,4108
751103702;75056;75;1296,6;11954;22152;33897;21943;5726;10323;13751;17678;26674;30829;38176;46744;8,2;22577,40;25424,16;0,3878
751103703;75056;75;1791,2;10083;19699;31505;21422;4541;8561;12043;16235;23903;28499;34873;45892;10,1;28087,29;24604,61;0,4369
751103704;75056;75;2012,9;13269;25163;40399;27130;4908;10423;15673;20455;30376;36773;44249;57214;11,7;27508,23;30248,71;0,4264
751103705;75056;75;1723,6;14051;27703;41569;27518;5914;11627;16742;22285;32975;38676;46965;59628;10,1;28318,23;32300,63;0,4181
751103706;75056;75;1887,1;12390;23544;37951;25561;5330;9662;14910;18814;28320;34434;41797;55783;10,5;25724,65;28198,10;0,4187
751103707;75056;75;1689,1;7574;16491;30168;22594;3097;6308;8740;11935;20943;26864;32667;43871;14,2;31748,60;21839,18;0,4767
751103708;75056;75;1375,3;11095;21461;32446;21351;5537;9128;13085;17389;24864;29671;36957;45449;8,2;16990,41;23810,97;0,3782
751103709;75056;75;1537,4;7723;17526;27748;20025;3564;6444;9641;13297;21667;25419;30572;39184;11,0;17141,93;20254,31;0,4203
751103711;75056;75;;;;;;;;;;;;;;;;;
751103712;75056;75;430,9;13631;23600;37182;23551;;;;;;;;;;;;
751103801;75056;75;1480,0;9161;19167;31584;22423;4637;7573;11300;14962;22933;28680;35281;46861;10,1;19281,54;23065,42;0,4218
751103802;75056;75;1549,6;6040;10467;24417;18377;3447;5098;6847;8347;14763;20238;29204;41983;12,2;17770,10;17530,29;0,4870
751103803;75056;75;2185,5;9155;20106;34565;25410;4279;7090;11448;15811;25640;30664;40043;52634;12,3;31372,23;26518,61;0,4675
751103804;75056;75;2292,7;8153;19403;33109;24956;3996;6739;9735;14286;24536;29461;37715;52231;13,1;24539,95;24525,37;0,4605
751103805;75056;75;1652,6;14191;22983;36765;22574;6396;12441;15969;19157;26440;32839;40946;57097;8,9;21550,97;28201,61;0,3924
751103806;75056;75;2544,4;11309;24729;40657;29348;5378;9591;13961;19318;30137;36580;44533;60039;11,2;29249,56;30376,43;0,4390
751103901;75056;75;1289,0;13576;23279;38077;24502;6035;10852;15488;19328;28168;34084;40835;55219;9,1;31724,49;30378,29;0,4402
751103902;75056;75;1809,5;11408;23110;38221;26813;5585;8959;14009;18280;27873;34313;41911;53850;9,6;28184,76;28194,53;0,4285
751103903;75056;75;1321,4;11375;21127;35300;23925;5676;8974;13520;17727;25677;31247;39108;51674;9,1;22744,32;26103,86;0,4166
751103904;75056;75;1397,8;12937;22917;36015;23078;6259;10616;14592;18765;27576;33187;39649;53592;8,6;23098,29;27688,99;0,4039
751103905;75056;75;1305,2;9009;19442;33035;24026;5132;7676;10659;14785;24070;29339;36179;47567;9,3;21529,55;24177,07;0,4411
